feature,ratio_mean,ratio_std,n_windows
INDPRO_lag12,1.0282904205923677,0.03231891967416142,10
CPIAUCSL_lag12,1.016276254505266,0.03245596702183174,10
BUSLOANS_lag12,1.0104834981708106,0.008352950590973733,10
TB3MS_lag12,1.0075771350494316,0.010992541106916017,10
DPCERA3M086SBEA_lag12,1.0017039325468136,0.025417737887100673,10
RPI_lag12,1.000585958385858,0.008711141334810388,10
SP500_lag12,0.9998416588847784,0.017648521848193283,10
M2SL_lag12,0.9994740173713268,0.003010899182898676,10
OILPRICEX_lag12,0.9988800684947604,0.00854740170406899,10
USREC_lag12,0.9918315410976561,0.013381596774769784,10
