feature,shap_share_mean
SP500_lag12,0.22302158273381212
INDPRO_lag12,0.22302158273381212
DPCERA3M086SBEA_lag12,0.1726618705035965
TB3MS_lag12,0.15827338129496343
BUSLOANS_lag12,0.09352517985611476
USREC_lag12,0.07913669064748172
RPI_lag12,0.05035971223021564
CPIAUCSL_lag12,0.0
OILPRICEX_lag12,0.0
M2SL_lag12,0.0
