feature,shap_share_mean,shap_share_std,n_windows
SP500_lag12,0.24222477362177827,0.10711247087413889,12
DPCERA3M086SBEA_lag12,0.1649093401094535,0.07098385607872587,12
INDPRO_lag12,0.15969619503436097,0.0431466568267546,12
TB3MS_lag12,0.10284255093785039,0.08062987666687728,12
RPI_lag12,0.07486759109428268,0.05223064160892361,12
USREC_lag12,0.0702300866650384,0.05413522947167366,12
BUSLOANS_lag12,0.06274533334426598,0.052249941125748246,12
OILPRICEX_lag12,0.04922766622737663,0.05040048280876426,12
CPIAUCSL_lag12,0.040581509954747616,0.0721445957316677,12
M2SL_lag12,0.03267495301084564,0.03657410420325313,12
