feature,ratio_mean,ratio_std,n_windows
USREC_lag1,1.1585175779915036,0.10933494199779338,3
SP500_lag1,1.00908720674774,0.013866547981951008,3
OILPRICEX_lag1,1.0058760428446434,0.010080172830227269,3
BUSLOANS_lag1,1.0009742995987392,0.001347433120695238,3
DPCERA3M086SBEA_lag1,1.000266365960367,0.0004068987656274975,3
CPIAUCSL_lag1,0.9998143972750886,0.0002468047383878155,3
M2SL_lag1,0.9996310057315436,0.0004691258471802205,3
RPI_lag1,0.9979465111039114,0.002773952696933662,3
TB3MS_lag1,0.9957754766470401,0.008792987684347418,3
INDPRO_lag1,0.990671562215411,0.012372567718729912,3
