unique_id,model_label,model_name,partition,mae,coverage,width,n,perm_mae_top1_feature,perm_mae_top1,perm_dev_top1_feature,perm_dev_top1,shap_share_top1_feature,shap_share_top1
UNRATE,LR,LR,ALL,0.817380971595058,0.7032710280373832,2.234017839252564,428,USREC_lag12,1.0578384073293559,TB3MS_lag12,1.0617039159964468,DPCERA3M086SBEA_lag12,0.4089210202131647
