feature,shap_share_mean,shap_share_std,n_windows
UNRATE_lag12,0.20790220419903752,0.05974176142356152,11
SP500_lag12,0.1397126228865314,0.04624118251740846,11
DPCERA3M086SBEA_lag12,0.1292643110261502,0.041536211185448736,11
TB3MS_lag12,0.11810982851613497,0.029754609229943493,11
BUSLOANS_lag12,0.11222107756968099,0.033108346446533786,11
INDPRO_lag12,0.10146058184527601,0.052375918942688955,11
M2SL_lag12,0.05967782641196261,0.08886665128073212,11
OILPRICEX_lag12,0.05176502222547272,0.037706245411639715,11
USREC_lag12,0.037650127098049095,0.0250591583818793,11
RPI_lag12,0.03216817760562225,0.02828514967776161,11
CPIAUCSL_lag12,0.010068220616082242,0.012406841436531946,11
