feature,shap_share_mean,shap_share_std,n_windows
SP500_lag12,0.23187436226530003,0.04997396115738065,12
INDPRO_lag12,0.16205554508756845,0.03875593593652376,12
DPCERA3M086SBEA_lag12,0.1393984365918167,0.05121107491455266,12
USREC_lag12,0.11372655958253519,0.15693501785778427,12
TB3MS_lag12,0.10686149759023751,0.060708763707400144,12
BUSLOANS_lag12,0.06821660874200121,0.04230292265189035,12
OILPRICEX_lag12,0.05903392974685708,0.03459108594507593,12
CPIAUCSL_lag12,0.05844983156251277,0.07877359110242343,12
RPI_lag12,0.031517340869744274,0.0223964797984012,12
M2SL_lag12,0.028865887961426747,0.02030921907917264,12
