feature,ratio_mean,ratio_std
BUSLOANS_lag12,1.0021180770978455,0.00038570118506662946
CPIAUCSL_lag12,1.0000060190627438,9.785622563874156e-06
DPCERA3M086SBEA_lag12,0.999445776549469,0.0006460370671358451
INDPRO_lag12,0.999126924435178,0.001036658370706832
M2SL_lag12,1.000278032357503,1.6955932842937965e-05
OILPRICEX_lag12,1.0032746045277374,0.0008558798290502805
RPI_lag12,0.9995522306072828,0.0004135141252011653
SP500_lag12,0.9896350085199691,0.008851885317020752
TB3MS_lag12,1.0102900008063094,0.005615526225774711
UNRATE_lag12,1.0121071272205457,0.010369230894588563
USREC_lag12,1.0387525601251437,0.0297092258055055
