feature,shap_share_mean,shap_share_std,n_windows
CPIAUCSL_lag36,0.33338217278372945,0.11933203765836375,11
RPI_lag36,0.20094049895415766,0.03289259300857458,11
DPCERA3M086SBEA_lag36,0.18234831198477242,0.09690042743139196,11
INDPRO_lag36,0.10853488820737976,0.07463231296925539,11
M2SL_lag36,0.0873664349336792,0.037966663678994865,11
BUSLOANS_lag36,0.045306411829215354,0.029826320456712463,11
SP500_lag36,0.01885754034741283,0.007917734987286084,11
USREC_lag36,0.012983803119958249,0.00386730076811183,11
UNRATE_lag36,0.006321535062458154,0.0019576071076055517,11
OILPRICEX_lag36,0.002589800728520611,0.0019370163458042565,11
TB3MS_lag36,0.0013686020487163933,0.0005176212748534332,11
