series_id,date,cutoff,y_obs,y_hat_ridge,y_hat_ridge_lo_95,y_hat_ridge_hi_95
UNRATE,1990-01-01,1989-12-01,0.0,-0.5435316220460688,-1.0185316220460678,-0.06853162204606955
UNRATE,1990-02-01,1990-01-01,0.09999999999999964,-0.5491650776661121,-1.3116650776661112,0.21333492233388696
UNRATE,1990-03-01,1990-02-01,0.20000000000000018,-0.6145317421996992,-0.8895317421996982,-0.33953174219970017
UNRATE,1990-04-01,1990-03-01,0.20000000000000018,-0.6081170067068394,-0.9956170067068397,-0.22061700670683926
UNRATE,1990-05-01,1990-04-01,0.20000000000000018,-0.5123519879761042,-0.8748519879761045,-0.14985198797610377
UNRATE,1990-06-01,1990-05-01,-0.09999999999999964,-0.4233369029630707,-1.1358369029630706,0.2891630970369292
UNRATE,1990-07-01,1990-06-01,0.2999999999999998,-0.41269429664841223,-1.150194296648412,0.3248057033515877
UNRATE,1990-08-01,1990-07-01,0.5,-0.3408767288202838,-0.8408767288202846,0.15912327117971697
UNRATE,1990-09-01,1990-08-01,0.6000000000000005,0.20519166371447645,-0.5448083362855235,0.9551916637144763
UNRATE,1990-10-01,1990-09-01,0.6000000000000005,0.31483093423959335,-0.6226690657604058,1.2523309342395925
UNRATE,1990-11-01,1990-10-01,0.7999999999999998,0.19819397889135654,-0.826806021108644,1.223193978891357
UNRATE,1990-12-01,1990-11-01,0.8999999999999995,0.4456493009765875,-0.6918506990234135,1.5831493009765887
UNRATE,1991-01-01,1990-12-01,1.0,0.7413115642980652,-0.12118843570193427,1.6038115642980646
UNRATE,1991-02-01,1991-01-01,1.2999999999999998,0.8440329224472267,-0.08096707755277244,1.7690329224472259
UNRATE,1991-03-01,1991-02-01,1.5999999999999996,0.7724308736079616,-0.215069126392038,1.759930873607961
UNRATE,1991-04-01,1991-03-01,1.2999999999999998,0.004094722568965564,-1.045905277431034,1.0540947225689652
UNRATE,1991-05-01,1991-04-01,1.5,0.13508210797113093,-0.8899178920288687,1.1600821079711305
UNRATE,1991-06-01,1991-05-01,1.7000000000000002,0.24361870006887054,-0.3563812999311299,0.843618700068871
UNRATE,1991-07-01,1991-06-01,1.2999999999999998,0.1480763240393132,-0.8894236759606864,1.185576324039313
UNRATE,1991-08-01,1991-07-01,1.2000000000000002,0.1912328058779061,-0.8962671941220933,1.2787328058779055
UNRATE,1991-09-01,1991-08-01,1.0,0.4035144892685176,-0.5089855107314831,1.3160144892685184
UNRATE,1991-10-01,1991-09-01,1.0999999999999996,0.6051040513225053,-0.40739594867749507,1.6176040513225056
UNRATE,1991-11-01,1991-10-01,0.7999999999999998,0.7649582337732461,-0.5475417662267534,2.0774582337732457
UNRATE,1991-12-01,1991-11-01,1.0,0.9827248905920976,-0.31727510940790205,2.282724890592097
UNRATE,1992-01-01,1991-12-01,0.8999999999999995,0.9774960457277238,-0.2975039542722766,2.252496045727724
UNRATE,1992-02-01,1992-01-01,0.8000000000000007,0.6567837438116078,-0.7932162561883919,2.1067837438116075
UNRATE,1992-03-01,1992-02-01,0.6000000000000005,0.24990637092781876,-1.675093629072181,2.1749063709278187
UNRATE,1992-04-01,1992-03-01,0.7000000000000002,0.34783476339944763,-1.5146652366005524,2.2103347633994477
UNRATE,1992-05-01,1992-04-01,0.6999999999999993,0.486725179134682,-1.050774820865318,2.024225179134682
UNRATE,1992-06-01,1992-05-01,0.8999999999999995,0.5760443814091143,-1.2989556185908855,2.451044381409114
UNRATE,1992-07-01,1992-06-01,0.9000000000000004,0.6373741169995366,-0.6376258830004637,1.912374116999537
UNRATE,1992-08-01,1992-07-01,0.6999999999999993,0.6422220990273402,-0.6702779009726602,1.9547220990273406
UNRATE,1992-09-01,1992-08-01,0.6999999999999993,0.819680954293821,-0.5303190457061785,2.1696809542938205
UNRATE,1992-10-01,1992-09-01,0.2999999999999998,0.6333905103348181,-0.5041094896651822,1.7708905103348185
UNRATE,1992-11-01,1992-10-01,0.40000000000000036,0.4360496905657122,-0.46395030943428817,1.3360496905657127
UNRATE,1992-12-01,1992-11-01,0.10000000000000053,0.2734560633980868,-0.6140439366019126,1.160956063398086
UNRATE,1993-01-01,1992-12-01,0.0,0.3783205911397771,-0.5091794088602223,1.2658205911397764
UNRATE,1993-02-01,1993-01-01,-0.3000000000000007,0.6219451740022484,-0.6155548259977516,1.8594451740022482
UNRATE,1993-03-01,1993-02-01,-0.40000000000000036,0.6795142656527072,-0.6954857343472929,2.054514265652707
UNRATE,1993-04-01,1993-03-01,-0.3000000000000007,0.5645407921616663,-0.4604592078383334,1.589540792161666
UNRATE,1993-05-01,1993-04-01,-0.5,0.3955906305331436,-0.8044093694668562,1.5955906305331433
UNRATE,1993-06-01,1993-05-01,-0.7999999999999998,0.2582162000106769,-1.141783799989323,1.6582162000106768
UNRATE,1993-07-01,1993-06-01,-0.7999999999999998,0.11948084410478041,-1.230519155895219,1.4694808441047797
UNRATE,1993-08-01,1993-07-01,-0.7999999999999998,0.1814585073314846,-0.6560414926685156,1.0189585073314849
UNRATE,1993-09-01,1993-08-01,-0.8999999999999995,0.3174056082417142,-0.1450943917582857,0.7799056082417142
UNRATE,1993-10-01,1993-09-01,-0.5,0.23401770093535643,-0.24098229906464286,0.7090177009353558
UNRATE,1993-11-01,1993-10-01,-0.8000000000000007,0.053893821364573435,-0.14610617863542663,0.2538938213645735
UNRATE,1993-12-01,1993-11-01,-0.9000000000000004,-0.11274479085458586,-0.7502447908545853,0.5247552091454135
UNRATE,1994-01-01,1993-12-01,-0.7000000000000002,-0.07048025966749347,-0.8704802596674931,0.7295197403325061
UNRATE,1994-02-01,1994-01-01,-0.5,-0.21379124976960606,-1.3887912497696067,0.9612087502303946
UNRATE,1994-03-01,1994-02-01,-0.5,-0.3538905007632179,-1.928890500763218,1.2211094992367824
UNRATE,1994-04-01,1994-03-01,-0.6999999999999993,-0.5981499385475388,-2.373149938547539,1.1768500614524613
UNRATE,1994-05-01,1994-04-01,-1.0,-0.7828519205771377,-2.4328519205771375,0.8671480794228623
UNRATE,1994-06-01,1994-05-01,-0.9000000000000004,-0.5716895931153338,-2.6591895931153338,1.515810406884666
UNRATE,1994-07-01,1994-06-01,-0.8000000000000007,-0.7548238658656925,-3.0423238658656926,1.5326761341343076
UNRATE,1994-08-01,1994-07-01,-0.7999999999999998,-0.5534804887464789,-2.4659804887464785,1.3590195112535208
UNRATE,1994-09-01,1994-08-01,-0.7999999999999998,-0.8207064860202038,-2.720706486020204,1.079293513979796
UNRATE,1994-10-01,1994-09-01,-1.0,-0.9745660050475047,-2.374566005047505,0.42543399495249534
