feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.1527583008571018,0.01503771421648605,4
SP500_lag12,1.0307103097691261,0.0098782774877458,4
OILPRICEX_lag12,1.002494063589239,0.002246627389638166,4
TB3MS_lag12,1.0013813116025876,0.0059738759284608586,4
BUSLOANS_lag12,1.001016034002635,0.0011154790289390616,4
M2SL_lag12,1.000136135012223,0.00012553643612512447,4
CPIAUCSL_lag12,1.000003935875045,5.5778215651605834e-06,4
RPI_lag12,0.9996326817082883,0.0010196077941860894,4
DPCERA3M086SBEA_lag12,0.9995379652456167,0.0007828562647693463,4
INDPRO_lag12,0.9986319326550057,0.0013288027908192471,4
