feature,ratio_mean,ratio_std,n_windows
USREC_lag1,1.0591066614224187,0.14753883104985957,3
SP500_lag1,1.0180959057135057,0.022362030703994114,3
OILPRICEX_lag1,1.0119945960685828,0.003810260958716655,3
TB3MS_lag1,1.0051144574549706,0.0011739118910134593,3
DPCERA3M086SBEA_lag1,1.0016562616088034,0.00640493519766224,3
BUSLOANS_lag1,1.0003016298339797,0.0023162287425256174,3
M2SL_lag1,0.9980259181962444,0.0017519565220081269,3
CPIAUCSL_lag1,0.9971027065397634,0.0014551907420614727,3
RPI_lag1,0.9777205747484127,0.021781599787417665,3
INDPRO_lag1,0.9519514206913063,0.028699207423791142,3
