feature,shap_share_mean,shap_share_std,n_windows
UNRATE_lag1,0.4377550023667096,0.2822262726698849,7
INDPRO_lag1,0.16294734559645319,0.1533954949253382,7
USREC_lag1,0.13423995236890404,0.0849227049665881,7
DPCERA3M086SBEA_lag1,0.0703655153247396,0.06991150155912976,7
CPIAUCSL_lag1,0.057327166522336416,0.08230226711421487,7
BUSLOANS_lag1,0.0504983362302876,0.042655239621279165,7
RPI_lag1,0.03523523851901388,0.045756569630865294,7
M2SL_lag1,0.02265388906179038,0.024795386234661213,7
TB3MS_lag1,0.013706846130214206,0.021213082094692408,7
OILPRICEX_lag1,0.00953698681791327,0.010138485109998657,7
SP500_lag1,0.005733721061637806,0.006703071537470662,7
