feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.1500258066942888,0.02113352221065357,3
SP500_lag12,1.0256104168557207,0.013671473311394159,3
OILPRICEX_lag12,1.0054636056400355,0.002128583840067118,3
BUSLOANS_lag12,1.0004492477037947,0.0005084103732436168,3
M2SL_lag12,1.0000074864256623,9.298295600892274e-06,3
CPIAUCSL_lag12,0.9999987921097447,3.823386412033723e-06,3
RPI_lag12,0.9999029950228547,3.1867512203790095e-05,3
DPCERA3M086SBEA_lag12,0.9998083737944553,0.00010936285294462984,3
INDPRO_lag12,0.999492772309924,0.0005233363866887458,3
TB3MS_lag12,0.9985727568654696,0.0023313111468424323,3
