feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.0516454589670572,0.05091998526768358,3
INDPRO_lag12,1.026827968982309,0.019591561692223026,3
BUSLOANS_lag12,1.0073914981980094,0.0039537956909612175,3
TB3MS_lag12,1.0055356326440188,0.00608366106505018,3
RPI_lag12,1.0040934081538506,0.004535214192343929,3
CPIAUCSL_lag12,1.0017703714551847,0.004180925303820164,3
M2SL_lag12,0.9921030773264784,0.007884507145316823,3
OILPRICEX_lag12,0.9868575161887536,0.016509205668777685,3
SP500_lag12,0.9762463017210655,0.030443524079901786,3
DPCERA3M086SBEA_lag12,0.9725107092390789,0.027986612333319342,3
