feature,shap_share_mean,shap_share_std,n_windows
SP500_lag12,0.20387279735671024,0.07011548135398818,11
INDPRO_lag12,0.18081268709651968,0.036047120311664835,11
TB3MS_lag12,0.1258188741680542,0.06316056205539178,11
DPCERA3M086SBEA_lag12,0.12429013020508214,0.03886079344051651,11
USREC_lag12,0.08404383210491918,0.09031252322890032,11
BUSLOANS_lag12,0.07532074189498665,0.05447871080356071,11
CPIAUCSL_lag12,0.06792692560285639,0.10602775851340561,11
OILPRICEX_lag12,0.05071828082447783,0.04199678761962817,11
RPI_lag12,0.0480168630679763,0.03005746165238819,11
M2SL_lag12,0.03917886767841738,0.03183401713782489,11
