feature,shap_share_mean,shap_share_std,n_windows
SP500_lag12,0.2054685294714688,0.06733876275355177,12
INDPRO_lag12,0.18433009506629414,0.03643083478251397,12
TB3MS_lag12,0.12852341642863002,0.06113328542173425,12
DPCERA3M086SBEA_lag12,0.12832110856329174,0.039535441648713684,12
USREC_lag12,0.08363490365013275,0.08647829387539345,12
BUSLOANS_lag12,0.07683777839174735,0.052401506024547746,12
CPIAUCSL_lag12,0.06226634846928502,0.10323529069928165,12
RPI_lag12,0.04821210049816293,0.028785112675912744,12
OILPRICEX_lag12,0.04649175742243802,0.04258228689160201,12
M2SL_lag12,0.03591396203854926,0.03234516899136645,12
