unique_id,model_label,model_name,partition,mae,coverage,width,n,perm_mae_top1_feature,perm_mae_top1,perm_dev_top1_feature,perm_dev_top1,shap_share_top1_feature,shap_share_top1
UNRATE,LGBM,LGBM,1990-1999,0.4945888394181968,0.7833333333333333,1.6505028353721298,120,CPIAUCSL_lag36,1.0247900242669141,UNRATE_lag36,1.0356532837624342,UNRATE_lag36,0.4871345029239766
