unique_id,model_label,model_name,partition,mae,coverage,width,n,perm_mae_top1_feature,perm_mae_top1,perm_dev_top1_feature,perm_dev_top1,shap_share_top1_feature,shap_share_top1
UNRATE,LGBM,LGBM,1990-1999,0.43486495006335796,0.7916666666666666,1.5610720068649206,120,INDPRO_lag12,1.0526299432850958,INDPRO_lag12,1.1240258029022774,SP500_lag12,0.22302158273381212
UNRATE,RIDGE,RIDGE,1990-1999,0.48328819880602764,0.7666666666666667,1.5988086332585347,120,TB3MS_lag12,1.0216984241247802,USREC_lag12,1.0560163661696467,SP500_lag12,0.29903570577529226
UNRATE,LGBM,LGBM,2000-2008,0.5176395204667088,0.6296296296296297,1.2867019441480312,108,BUSLOANS_lag12,1.0145200871788067,CPIAUCSL_lag12,1.0022468915517888,SP500_lag12,0.22302158273381212
UNRATE,LR,LR,2000-2008,0.5235076389967968,0.6296296296296297,1.3344179169773969,108,TB3MS_lag12,1.049523164646056,TB3MS_lag12,1.0900731860819524,RPI_lag12,0.4750616492179451
UNRATE,RIDGE,RIDGE,2009-2019,0.6400689919769663,0.8106060606060606,2.3127532152020995,132,USREC_lag12,1.1527583008571018,USREC_lag12,1.2068099808298267,SP500_lag12,0.29903570577529226
UNRATE,LR,LR,2009-2019,0.6529289570329454,0.8106060606060606,2.452590589140468,132,USREC_lag12,1.1015869750557759,TB3MS_lag12,1.018890646858275,RPI_lag12,0.4750616492179451
UNRATE,LGBM,LGBM,2020-end,1.7901253782662736,0.7647058823529411,6.739885273069566,68,INDPRO_lag12,1.004724459769264,CPIAUCSL_lag12,1.0,SP500_lag12,0.22302158273381212
UNRATE,RIDGE,RIDGE,2020-end,2.0130005031074543,0.75,6.984154950343479,68,TB3MS_lag12,1.0043840056563615,TB3MS_lag12,1.00596463001642,SP500_lag12,0.29903570577529226
UNRATE,LGBM,LGBM,ALL,0.7618649335497315,0.75,2.574809494579186,428,INDPRO_lag12,1.0266005852902782,INDPRO_lag12,1.031813051957194,SP500_lag12,0.22302158273381212
UNRATE,RIDGE,RIDGE,ALL,0.798988782085009,0.75,2.6257760059719435,428,TB3MS_lag12,1.0511111751761457,USREC_lag12,1.0827406582796073,SP500_lag12,0.29903570577529226
