feature,shap_share_mean,shap_share_std,n_windows
UNRATE_lag12,0.2128969560413944,0.05670427224811415,7
SP500_lag12,0.14502956557919697,0.04639782627872477,7
DPCERA3M086SBEA_lag12,0.13840090405592537,0.044066618985803725,7
TB3MS_lag12,0.12268724241237507,0.028319941060099732,7
INDPRO_lag12,0.111223771471148,0.05126558552904644,7
BUSLOANS_lag12,0.1048650784632351,0.03308484027544304,7
OILPRICEX_lag12,0.04484833490445265,0.04090371529366833,7
M2SL_lag12,0.04423451921368874,0.07729709427785211,7
USREC_lag12,0.035524396021013496,0.023867270997103656,7
RPI_lag12,0.02899155182182198,0.02428893300493618,7
CPIAUCSL_lag12,0.011297680015748286,0.01333833962812642,7
