feature,shap_share_mean,shap_share_std,n_windows
USREC_lag36,0.3407524918306882,0.20858318379796878,11
TB3MS_lag36,0.2378048764720682,0.21748396237787418,11
CPIAUCSL_lag36,0.10454900589278075,0.15717175964784239,11
RPI_lag36,0.09917481423090856,0.12376660027593596,11
DPCERA3M086SBEA_lag36,0.049276189234882535,0.062914895846917,11
INDPRO_lag36,0.04286428824954849,0.03750056689341272,11
SP500_lag36,0.035431006122362316,0.04571363083742118,11
M2SL_lag36,0.034027843888052564,0.0476697590858047,11
BUSLOANS_lag36,0.03027738940706433,0.043941764125142814,11
OILPRICEX_lag36,0.025842094671644136,0.026972385797669814,11
