feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.034527850927946,0.02120543174749497,4
INDPRO_lag12,1.0154795419500966,0.00789631600261163,4
BUSLOANS_lag12,1.0127204887473442,0.008501830658828178,4
TB3MS_lag12,1.0068172512500857,0.004398895292820293,4
RPI_lag12,1.001914809746089,0.010502039702825887,4
CPIAUCSL_lag12,1.001077639957278,0.0022527612014520363,4
M2SL_lag12,0.9926808815473478,0.007632235805526447,4
OILPRICEX_lag12,0.9921593601769823,0.009393329036037769,4
SP500_lag12,0.9843353358591082,0.024211166733494868,4
DPCERA3M086SBEA_lag12,0.9723583144219361,0.02715106660656263,4
