feature,ratio_mean,ratio_std,n_windows
UNRATE_lag1,1.0991065121884405,0.2539080168217284,3
USREC_lag1,1.0148081271925433,0.005434652736222516,3
TB3MS_lag1,1.0034367263545225,0.00630362114630391,3
CPIAUCSL_lag1,1.0021019911306055,0.0029699532485879332,3
SP500_lag1,1.0007911935414882,0.0008786791997478121,3
RPI_lag1,1.0004560041437438,0.0006399742254357142,3
DPCERA3M086SBEA_lag1,1.000330057154855,0.00047251543561298883,3
BUSLOANS_lag1,1.0002477533163192,0.0003195196169452878,3
M2SL_lag1,0.9998467965548271,0.00021612867242398325,3
OILPRICEX_lag1,0.996979421127221,0.001914279375331428,3
INDPRO_lag1,0.995967855519582,0.005554128051037853,3
