feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.1730496859058996,0.043973050406047716,3
SP500_lag12,1.0132324952313148,0.00714113927611133,3
OILPRICEX_lag12,1.0039007999269904,0.002304498433488286,3
BUSLOANS_lag12,1.001543534678872,0.0005319413744414246,3
TB3MS_lag12,1.0010156624112867,0.0030258444616882677,3
M2SL_lag12,1.000106054519745,4.6029583258904556e-05,3
RPI_lag12,1.0000904818336962,0.0002343680147491697,3
CPIAUCSL_lag12,1.0000023293072668,4.565564531862495e-06,3
DPCERA3M086SBEA_lag12,0.9989639541019629,0.00051199932210915,3
INDPRO_lag12,0.996871253036201,0.0009151876515856626,3
UNRATE_lag12,0.99482556906485,0.001686943619498515,3
