feature,shap_share_mean,shap_share_std,n_windows
USREC_lag12,0.370221738301368,0.21248725555800763,11
SP500_lag12,0.2770549608105522,0.1370361936230158,11
DPCERA3M086SBEA_lag12,0.10864180324138543,0.1379663954818805,11
INDPRO_lag12,0.07844915405887827,0.06565680218323379,11
TB3MS_lag12,0.06604338976768043,0.06219369824244262,11
RPI_lag12,0.0393324964829586,0.034382743789435816,11
BUSLOANS_lag12,0.03779331276946332,0.036573460553415114,11
OILPRICEX_lag12,0.0140865565599406,0.013124900497392475,11
M2SL_lag12,0.00574865321367292,0.008346974622230831,11
CPIAUCSL_lag12,0.0026279347941002137,0.002059670174423368,11
