feature,shap_share_mean,shap_share_std,n_windows
INDPRO_lag12,0.19918813565616958,0.02288103825178916,7
SP500_lag12,0.1984837372629496,0.06388828816603113,7
DPCERA3M086SBEA_lag12,0.1311330365984748,0.0467001042368962,7
TB3MS_lag12,0.11472344602564481,0.06319954728125247,7
CPIAUCSL_lag12,0.09176087912993447,0.12634400132577087,7
BUSLOANS_lag12,0.07123883933416873,0.055939456578914415,7
USREC_lag12,0.07011609356256111,0.07265424393622485,7
RPI_lag12,0.04521280726319198,0.02713536296063163,7
OILPRICEX_lag12,0.04270487991865576,0.04224455727112587,7
M2SL_lag12,0.03543814524824916,0.030005027105309875,7
