feature,shap_share_mean
RPI_lag12,0.4750616492179451
DPCERA3M086SBEA_lag12,0.1480551107285572
M2SL_lag12,0.08923482480720374
INDPRO_lag12,0.08645295861364542
SP500_lag12,0.08419875390177972
BUSLOANS_lag12,0.06307088176415213
USREC_lag12,0.02504073353655773
CPIAUCSL_lag12,0.02080540999561346
OILPRICEX_lag12,0.004818425837887348
TB3MS_lag12,0.0032612515966363403
