feature,ratio_mean,ratio_std,n_windows
TB3MS_lag12,1.0395100993654607,0.03459892336849558,3
OILPRICEX_lag12,1.000697722164184,0.0004998795131383808,3
M2SL_lag12,1.0001723096875816,0.0002485079791226339,3
BUSLOANS_lag12,0.9999571497661028,0.0003801015565297571,3
CPIAUCSL_lag12,0.9998932278106523,0.00014899691653091213,3
RPI_lag12,0.9932353420007921,0.0093191858401664,3
INDPRO_lag12,0.991456231277311,0.011847684310684427,3
SP500_lag12,0.9834372245580835,0.011712791326313957,3
DPCERA3M086SBEA_lag12,0.9798643698462411,0.02834039395495197,3
USREC_lag12,0.9786118205361678,0.03027620639003177,3
