feature,ratio_mean,ratio_std,n_windows
TB3MS_lag12,1.0769567323169125,0.006485081777699686,2
BUSLOANS_lag12,1.0071466951778478,0.0037388192645707585,2
CPIAUCSL_lag12,1.0022012864156595,0.002215968515363431,2
M2SL_lag12,0.9999629066532799,0.00016423211242255764,2
OILPRICEX_lag12,0.9998095201424573,0.0026643972869729304,2
RPI_lag12,0.980564136491656,0.002980628203406055,2
INDPRO_lag12,0.9761895411298966,0.0072446999793219224,2
DPCERA3M086SBEA_lag12,0.9552295037006948,0.007771014922702768,2
USREC_lag12,0.9460645657373352,0.03523264796817699,2
SP500_lag12,0.9101946366035512,0.04043280819133771,2
