feature,ratio_mean,ratio_std,n_windows
UNRATE_lag12,1.098194749314919,0.08017567708068651,2
INDPRO_lag12,1.0479552596936528,0.031394086788204045,2
OILPRICEX_lag12,1.0343041420838763,0.042013822084715914,2
BUSLOANS_lag12,1.0269272524192612,0.032979014301156795,2
RPI_lag12,1.0030273501911082,0.0037077316204663082,2
USREC_lag12,1.0,0.0,2
TB3MS_lag12,1.0,0.0,2
CPIAUCSL_lag12,0.9970190815671371,0.00365086456268549,2
M2SL_lag12,0.9399627146070996,0.09170846827754434,2
DPCERA3M086SBEA_lag12,0.9094797040432733,0.11086426822984977,2
SP500_lag12,0.8771337536377868,0.12286624636221315,2
