feature,shap_share_mean,shap_share_std,n_windows
SP500_lag12,0.30205629208063706,0.10321890738885235,7
DPCERA3M086SBEA_lag12,0.204015925686291,0.06998050829250285,7
INDPRO_lag12,0.16517897367488302,0.044322883036583986,7
USREC_lag12,0.09105832899513135,0.05944813524063968,7
RPI_lag12,0.07429402109936044,0.05826047695119034,7
TB3MS_lag12,0.07253257861882949,0.08401408944484488,7
BUSLOANS_lag12,0.044391398785092274,0.053545188324792686,7
OILPRICEX_lag12,0.022962812436496647,0.039218091408815374,7
M2SL_lag12,0.016848996822333245,0.022804875459507268,7
CPIAUCSL_lag12,0.006660671800945392,0.008330196511276889,7
