feature,shap_share_mean,shap_share_std,n_windows
SP500_lag12,0.2396652927769152,0.06156158633219247,7
INDPRO_lag12,0.18699204199673458,0.027816577341645898,7
DPCERA3M086SBEA_lag12,0.1608473325590579,0.051725692283036084,7
TB3MS_lag12,0.0893813082460111,0.043622709296720054,7
USREC_lag12,0.08279622328364421,0.06856726967813409,7
CPIAUCSL_lag12,0.06961616809517268,0.09780487837499778,7
BUSLOANS_lag12,0.06037128402966555,0.03773131260312799,7
OILPRICEX_lag12,0.05679966748962541,0.03588388843886859,7
M2SL_lag12,0.028223113308033534,0.01699118693500215,7
RPI_lag12,0.025307568215139888,0.012066108272306728,7
