feature,ratio_mean,ratio_std,n_windows
BUSLOANS_lag1,1.1228951907180063,0.0,1
DPCERA3M086SBEA_lag1,1.1137893202662006,0.0,1
INDPRO_lag1,1.0235545340502654,0.0,1
OILPRICEX_lag1,1.0076292087742462,0.0,1
SP500_lag1,1.0039822719120073,0.0,1
TB3MS_lag1,1.0000484004531605,0.0,1
M2SL_lag1,0.9995716178989257,0.0,1
RPI_lag1,0.9985176453234977,0.0,1
CPIAUCSL_lag1,0.993693155387864,0.0,1
USREC_lag1,0.9865438043289012,0.0,1
