feature,ratio_mean,ratio_std,n_windows
TB3MS_lag12,1.0264543052245305,0.006744586977600618,3
BUSLOANS_lag12,1.0029320000609918,0.003529271793371187,3
OILPRICEX_lag12,1.002484230997279,0.005960081180420135,3
INDPRO_lag12,1.002078952875391,0.007541030945812846,3
CPIAUCSL_lag12,1.0013148151884421,0.0002582016777326124,3
M2SL_lag12,1.0004550243321564,0.00040467494477611145,3
DPCERA3M086SBEA_lag12,0.978321351627232,0.018347188783127067,3
RPI_lag12,0.9700003370100562,0.03332792545250191,3
SP500_lag12,0.9453372217009215,0.023627121587958533,3
USREC_lag12,0.9042294449231689,0.08205175438884928,3
