feature,shap_share_mean,shap_share_std,n_windows
DPCERA3M086SBEA_lag24,0.35526071660636166,0.03479709989420973,11
RPI_lag24,0.2780111582700471,0.036113981811399715,11
CPIAUCSL_lag24,0.1503150126107074,0.015767252175267067,11
INDPRO_lag24,0.09248467736176974,0.020335440327996942,11
BUSLOANS_lag24,0.08257269364914663,0.01980194328039643,11
M2SL_lag24,0.01645608338956074,0.021984577471038425,11
USREC_lag24,0.010126053467519016,0.0013855731857958856,11
SP500_lag24,0.00826581818095083,0.005491498704501942,11
TB3MS_lag24,0.005064117368832861,0.0007241392330933404,11
OILPRICEX_lag24,0.0014436690951040872,0.000525948968366211,11
