feature,ratio_mean,ratio_std,n_windows
UNRATE_lag36,1.0773341392232099,0.056511875195130325,3
USREC_lag36,1.03126304821203,0.02832422614010803,3
RPI_lag36,1.0108736674051635,0.009913893896284647,3
CPIAUCSL_lag36,1.0077628032511001,0.00433535042470475,3
DPCERA3M086SBEA_lag36,1.0047730058722886,0.004554042484510815,3
BUSLOANS_lag36,1.0000350060814294,0.0026507594141145707,3
M2SL_lag36,0.9975356775604515,0.0004863996065351256,3
OILPRICEX_lag36,0.9972797578040812,0.003757370182858498,3
SP500_lag36,0.9965188144607161,0.003681725357909225,3
TB3MS_lag36,0.9962943934138039,0.006338056401979137,3
INDPRO_lag36,0.9917898756915712,0.007224787176884796,3
