feature,ratio_mean,ratio_std,n_windows
UNRATE_lag36,1.076931167664713,0.051694404519573744,2
USREC_lag36,1.0226231904247591,0.022623190424759132,2
SP500_lag36,1.0224892225651678,0.010088002969948606,2
DPCERA3M086SBEA_lag36,1.0161809262936954,0.00981263373611907,2
RPI_lag36,1.0127729770859788,0.01101765929583931,2
CPIAUCSL_lag36,1.0037859395190258,1.7186899507803943e-05,2
M2SL_lag36,1.0031282083805089,0.002651425339379898,2
BUSLOANS_lag36,1.0031011646675676,0.0005050547621993084,2
TB3MS_lag36,1.0021682963647063,0.003133322120376536,2
OILPRICEX_lag36,1.000408599151172,0.0009779691066279517,2
INDPRO_lag36,0.9856157863919683,0.00040982270818551436,2
