feature,ratio_mean,ratio_std,n_windows
TB3MS_lag36,1.0023485275178183,0.00169286376346367,2
DPCERA3M086SBEA_lag36,1.0019442024775338,0.0019439597984195478,2
BUSLOANS_lag36,1.0017804082806943,0.0017803214593985484,2
CPIAUCSL_lag36,1.001643521432942,0.001643521628164779,2
RPI_lag36,1.0010009526120873,0.0010006364111331267,2
USREC_lag36,1.0003406708275726,0.000340670827572942,2
M2SL_lag36,1.0000853016896194,8.529782798605279e-05,2
OILPRICEX_lag36,1.000081320257461,6.204828322120548e-05,2
SP500_lag36,0.9986702794853861,0.0013440173345825035,2
INDPRO_lag36,0.9971987871978324,0.0028027209761266603,2
