feature,shap_share_mean,shap_share_std,n_windows
SP500_lag12,0.20030041577334973,0.08295914306333198,7
UNRATE_lag12,0.1980406708904753,0.05699957303739875,7
INDPRO_lag12,0.1384198345855387,0.016971854578326305,7
DPCERA3M086SBEA_lag12,0.1260014099363997,0.04476823316475753,7
USREC_lag12,0.0984991839081164,0.0827764839106909,7
TB3MS_lag12,0.08684518909296597,0.05897221987041071,7
BUSLOANS_lag12,0.07191649773804332,0.04865580875053078,7
OILPRICEX_lag12,0.027882945141195815,0.025031217895474092,7
M2SL_lag12,0.022620479272476568,0.030865710025851183,7
RPI_lag12,0.018086197419077875,0.023053573033848525,7
CPIAUCSL_lag12,0.011387176242360658,0.011097320982241324,7
