feature,shap_share_mean,shap_share_std,n_windows
UNRATE_lag1,0.37371029418099694,0.2644148863321667,12
INDPRO_lag1,0.21152423239426962,0.17114328336110227,12
USREC_lag1,0.11978265945620166,0.08646741908717244,12
DPCERA3M086SBEA_lag1,0.08456017627467306,0.07072306054564362,12
BUSLOANS_lag1,0.07063513298233079,0.053490404518803034,12
CPIAUCSL_lag1,0.05520608494784544,0.07043165250904246,12
RPI_lag1,0.030576344377914403,0.038728185544996914,12
M2SL_lag1,0.01659398496492311,0.020950096504350573,12
SP500_lag1,0.014224458617057229,0.014667797670793823,12
OILPRICEX_lag1,0.011762010940871467,0.01791614648642163,12
TB3MS_lag1,0.011424620862916228,0.01729213717561419,12
