feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.1456014400279153,0.021503179333724396,3
SP500_lag12,1.0136982071108667,0.0067946418047578104,3
OILPRICEX_lag12,1.0032709273908564,0.0012892036206028415,3
BUSLOANS_lag12,1.0000823513906092,8.871980403799822e-05,3
CPIAUCSL_lag12,0.9999989897544609,1.1569949402152255e-06,3
M2SL_lag12,0.9999981754654348,5.296022422033062e-06,3
DPCERA3M086SBEA_lag12,0.9999673487449113,4.794359893997176e-05,3
INDPRO_lag12,0.9998897657285003,0.00010923764782090723,3
RPI_lag12,0.9998773154352637,8.013254258095325e-05,3
TB3MS_lag12,0.9953500056407826,0.0008661368575883201,3
