feature,ratio_mean,ratio_std,n_windows
INDPRO_lag12,1.0782457271809147,0.0,1
SP500_lag12,1.0153528407097538,0.0,1
USREC_lag12,1.0044590962161144,0.0,1
CPIAUCSL_lag12,1.0027619021907845,0.0,1
OILPRICEX_lag12,1.0001392162376688,0.0,1
TB3MS_lag12,0.9978134855474512,0.0,1
M2SL_lag12,0.9925535199623732,0.0,1
DPCERA3M086SBEA_lag12,0.9814632373401667,0.0,1
BUSLOANS_lag12,0.9496135781166152,0.0,1
UNRATE_lag12,0.9223872794344442,0.0,1
RPI_lag12,0.9032009269438658,0.0,1
