feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.1112827830758498,0.05147844541890816,3
SP500_lag12,1.0421541896785913,0.023446018478699544,3
OILPRICEX_lag12,1.0034165817724194,0.0013828316850958465,3
BUSLOANS_lag12,1.001217260978694,0.001198095058003312,3
DPCERA3M086SBEA_lag12,1.0002942595474418,0.0005078907537358615,3
M2SL_lag12,1.000016244796482,1.0207288472197273e-05,3
RPI_lag12,0.9998499378822719,2.9372247861331258e-05,3
CPIAUCSL_lag12,0.9996464066713161,0.0005002543793517,3
TB3MS_lag12,0.9990146628403199,0.0024460551580507742,3
INDPRO_lag12,0.9965401342944595,0.004143034123754789,3
