feature,shap_share_mean,shap_share_std,n_windows
CPIAUCSL_lag36,0.21244859525731197,0.021027270966098847,3
M2SL_lag36,0.16853453245705063,0.02225045374099438,3
TB3MS_lag36,0.1477670164110842,0.02874875874348951,3
RPI_lag36,0.12497982243744955,0.05542593898684213,3
DPCERA3M086SBEA_lag36,0.0902763365233099,0.03105940008761311,3
BUSLOANS_lag36,0.08318920788654445,0.05885453634837076,3
SP500_lag36,0.07959952342518929,0.03362443278600549,3
INDPRO_lag36,0.03851031938199009,0.033485574191105545,3
OILPRICEX_lag36,0.032831776778508015,0.023884539312907432,3
USREC_lag36,0.021862869441561933,0.00813853153794846,3
