feature,ratio_mean,ratio_std,n_windows
INDPRO_lag1,1.0491722544982711,0.07460609545520712,3
USREC_lag1,1.0345165331965733,0.053157439923895544,3
TB3MS_lag1,1.0047985176007859,0.008339708695468179,3
DPCERA3M086SBEA_lag1,0.9989593392883084,0.0011290976567820085,3
M2SL_lag1,0.9947649609505747,0.003702057179684626,3
OILPRICEX_lag1,0.9937968704290285,0.005084010507977686,3
CPIAUCSL_lag1,0.9850961268201748,0.010570195188604744,3
BUSLOANS_lag1,0.9771958056742989,0.016145244437130033,3
SP500_lag1,0.9726732488716378,0.01603925403004744,3
RPI_lag1,0.9707161017540004,0.027375736391265972,3
