feature,shap_share_mean,shap_share_std,n_windows
SP500_lag12,0.2853924240201251,0.10895176892729681,12
USREC_lag12,0.2775867784472504,0.1726165554316451,12
DPCERA3M086SBEA_lag12,0.12009270021497083,0.1271759075039856,12
INDPRO_lag12,0.10462830982752476,0.059213657423014494,12
BUSLOANS_lag12,0.06319241610732736,0.04160170643643113,12
RPI_lag12,0.05996305657634113,0.03849311376544118,12
TB3MS_lag12,0.03016046914269528,0.02550663278423038,12
UNRATE_lag12,0.02987364086507485,0.03567702562849071,12
OILPRICEX_lag12,0.012304573406468242,0.008485520224906182,12
M2SL_lag12,0.010989839125632459,0.013006470345394542,12
CPIAUCSL_lag12,0.005815792266589539,0.006428458716186584,12
