feature,shap_share_mean,shap_share_std,n_windows
UNRATE_lag12,0.19478467889345596,0.0714199813784022,12
SP500_lag12,0.16667574375481667,0.07949893733007159,12
INDPRO_lag12,0.12169562410330297,0.04059191549520508,12
DPCERA3M086SBEA_lag12,0.11871507600776267,0.045796455328682144,12
TB3MS_lag12,0.09865176128052024,0.05147275035334493,12
BUSLOANS_lag12,0.09254026059358898,0.04969875760987119,12
USREC_lag12,0.07339542992036684,0.07137050597954503,12
M2SL_lag12,0.04832265492428637,0.07421497793264073,12
OILPRICEX_lag12,0.042418221369556225,0.029558554524712448,12
RPI_lag12,0.029967304433560188,0.031601130621838606,12
CPIAUCSL_lag12,0.012833244718782907,0.01177971129492289,12
