feature,shap_share_mean,shap_share_std,n_windows
DPCERA3M086SBEA_lag12,0.41533597313268905,0.10994190337600507,12
RPI_lag12,0.1398573954567767,0.10707720204433885,12
INDPRO_lag12,0.1264522253094519,0.041725127945193015,12
SP500_lag12,0.10180399881225827,0.014243316039477184,12
BUSLOANS_lag12,0.08007391859289519,0.027245396550858038,12
CPIAUCSL_lag12,0.06423497622263759,0.03984286852460673,12
M2SL_lag12,0.038644666774466555,0.048174960718054896,12
USREC_lag12,0.025708647152141096,0.007918676708071417,12
TB3MS_lag12,0.004281414218796434,0.0004177474952713459,12
OILPRICEX_lag12,0.003606784327887242,0.0009140758513597258,12
