feature,ratio_mean,ratio_std,n_windows
CPIAUCSL_lag6,1.0114674436534716,0.010589438304675165,3
BUSLOANS_lag6,1.010111818415271,0.010401693536213348,3
OILPRICEX_lag6,1.0040288111387656,0.0033799264998313214,3
DPCERA3M086SBEA_lag6,1.0029471169781072,0.006935719348446141,3
M2SL_lag6,1.0028264987017403,0.002781233469287659,3
SP500_lag6,0.9947657396553994,0.01457630384806876,3
TB3MS_lag6,0.9883397534818896,0.009318577123635725,3
INDPRO_lag6,0.9868473712155001,0.03595791388383499,3
RPI_lag6,0.9654476027685011,0.03917340446077112,3
USREC_lag6,0.9543449150372524,0.18231289339580167,3
