feature,shap_share_mean,shap_share_std,n_windows
TB3MS_lag24,0.197187823416637,0.0282351392019514,4
BUSLOANS_lag24,0.1441168499007482,0.035528056148337,4
DPCERA3M086SBEA_lag24,0.1122298357679713,0.0138956629785926,4
RPI_lag24,0.1030387166827844,0.0314203085660359,4
OILPRICEX_lag24,0.0966335615276293,0.0354637748339095,4
INDPRO_lag24,0.0918363914762219,0.019055021591833,4
CPIAUCSL_lag24,0.0875365407780661,0.0380321687146731,4
SP500_lag24,0.0732860402775657,0.0087969189997757,4
USREC_lag24,0.058126431516262,0.0368275791248078,4
M2SL_lag24,0.0360078086561137,0.0316041583462717,4
