feature,shap_share_mean,shap_share_std,n_windows
CPIAUCSL_lag1,0.2563390594665893,0.030671899080349896,4
INDPRO_lag1,0.23818606224668143,0.011748102304261985,4
DPCERA3M086SBEA_lag1,0.1391885277330146,0.02375845045512455,4
RPI_lag1,0.10691631584230385,0.027790077631023348,4
M2SL_lag1,0.09000971429898755,0.03191675020126978,4
BUSLOANS_lag1,0.07822565940548906,0.00335926705335864,4
UNRATE_lag1,0.061834490541921555,0.0024032656830159866,4
USREC_lag1,0.018612289165676615,0.0008233575780968064,4
OILPRICEX_lag1,0.005281886765022636,0.001973482860274758,4
SP500_lag1,0.0033254015813355287,0.001247975426628167,4
TB3MS_lag1,0.002080592952977903,6.413338474359292e-05,4
