feature,shap_share_mean,shap_share_std,n_windows
DPCERA3M086SBEA_lag12,0.43132415783095285,0.07134606784408735,11
RPI_lag12,0.15521094653672038,0.09697046615846884,11
INDPRO_lag12,0.12491213097692028,0.049410721427389746,11
SP500_lag12,0.09929855017648648,0.012597713346155347,11
BUSLOANS_lag12,0.06995193697562245,0.021678574072322883,11
CPIAUCSL_lag12,0.05472189931239538,0.04255175045807017,11
M2SL_lag12,0.03366168671879896,0.02840725787080526,11
USREC_lag12,0.02298619401205395,0.006915188609083993,11
TB3MS_lag12,0.00412400903332754,0.0004273789068450929,11
OILPRICEX_lag12,0.0038084884267218662,0.0010080186950792323,11
