feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.035780416071838,0.02435743766706146,3
INDPRO_lag12,1.0150132925453739,0.009070070995009737,3
BUSLOANS_lag12,1.0090395378229953,0.006494400195962774,3
RPI_lag12,1.0073822983294025,0.00524246045208247,3
TB3MS_lag12,1.0052792656198282,0.004042124919818134,3
CPIAUCSL_lag12,1.0014368532763707,0.0025000881064279725,3
M2SL_lag12,0.9902411753964637,0.007338894111347165,3
OILPRICEX_lag12,0.9895458135693097,0.00950387659626947,3
SP500_lag12,0.9714674271105107,0.010919790468710043,3
DPCERA3M086SBEA_lag12,0.963606127264799,0.026009692495255986,3
