feature,ratio_mean,ratio_std
BUSLOANS_lag24,0.9985676866891042,0.0019259194083352297
CPIAUCSL_lag24,0.9983826395481495,0.0022489047655597527
DPCERA3M086SBEA_lag24,0.9998206866789158,0.00010454945699307899
INDPRO_lag24,1.000135236479314,0.00012065603444036791
M2SL_lag24,0.9997541230938487,0.0003757298075542506
OILPRICEX_lag24,1.0004869635339197,0.00048535836387308517
RPI_lag24,0.9988555825207766,0.00020447689965995194
SP500_lag24,1.000633101187003,0.0011355143251107552
TB3MS_lag24,1.016233073675572,0.014818224244540528
USREC_lag24,1.0024913930084207,0.003199220618967158
