feature,shap_share_mean,shap_share_std,n_windows
TB3MS_lag24,0.2890990131029666,0.2499097331640162,11
INDPRO_lag24,0.1146143991755715,0.0617357497198116,11
CPIAUCSL_lag24,0.1005020234543905,0.0720680178693693,11
BUSLOANS_lag24,0.0991658763722097,0.0629059341333673,11
RPI_lag24,0.0820457525831271,0.0405870049978422,11
DPCERA3M086SBEA_lag24,0.0729964131130966,0.0463381885339361,11
OILPRICEX_lag24,0.0673913078599352,0.0372352492838434,11
SP500_lag24,0.0627793721204847,0.0419898983631594,11
M2SL_lag24,0.0568972202519063,0.0498302319829956,11
USREC_lag24,0.0545086219663114,0.0576175687115608,11
