date,model,feature,shap_value,y_true
1990-08-01,LINREG,DPCERA3M086SBEA,0.04053067702259398,1.2
1990-08-01,LINREG,INDPRO,-0.004513726424177585,1.2
1990-08-01,LINREG,M2SL,0.0010619924258124076,1.2
1990-08-01,LINREG,OILPRICEX,-0.16060559132735863,1.2
1990-08-01,LINREG,RPI,0.09177590201699515,1.2
1990-08-01,LINREG,SP500,0.33396720630636184,1.2
1990-08-01,LINREG,TB3MS,-0.06709827439080823,1.2
1990-08-01,LINREG,UNRATE_lag12,-0.08945817593071827,1.2
1990-08-01,LINREG,USREC,-0.3643140416308948,1.2
1990-09-01,LINREG,BUSLOANS,-0.0022120437867460597,1.0
1990-09-01,LINREG,CPIAUCSL,-0.03136244849488408,1.0
1990-09-01,LINREG,DPCERA3M086SBEA,0.1148594289392944,1.0
1990-09-01,LINREG,INDPRO,0.0182401166246567,1.0
1990-09-01,LINREG,M2SL,-0.00027138147115857305,1.0
1990-09-01,LINREG,OILPRICEX,-0.20204816568784115,1.0
1990-09-01,LINREG,RPI,0.1102379542230589,1.0
1990-09-01,LINREG,SP500,0.6610906105856359,1.0
1990-09-01,LINREG,TB3MS,-0.08360709652396936,1.0
1990-09-01,LINREG,UNRATE_lag12,-0.006454990994846966,1.0
1990-09-01,LINREG,USREC,-0.36027146465483745,1.0
1990-10-01,LINREG,BUSLOANS,-0.0005571030303782269,1.1
1990-10-01,LINREG,CPIAUCSL,-0.03191971413193199,1.1
1990-10-01,LINREG,DPCERA3M086SBEA,0.2688127442025911,1.1
1990-10-01,LINREG,INDPRO,0.04774112742308947,1.1
1990-10-01,LINREG,M2SL,-0.0008073489574460411,1.1
1990-10-01,LINREG,OILPRICEX,-0.20013424632757576,1.1
1990-10-01,LINREG,RPI,0.20215773167391604,1.1
1990-10-01,LINREG,SP500,0.762434377170158,1.1
1990-10-01,LINREG,TB3MS,-0.10049717705980728,1.1
1990-10-01,LINREG,UNRATE_lag12,-0.006369643996220763,1.1
1990-10-01,LINREG,USREC,-0.3556414078542678,1.1
1990-11-01,LINREG,BUSLOANS,-0.0007929893956162969,0.8
1990-11-01,LINREG,CPIAUCSL,0.01053126357039168,0.8
1990-11-01,LINREG,DPCERA3M086SBEA,0.2908162256367657,0.8
1990-11-01,LINREG,INDPRO,0.1644882794728488,0.8
1990-11-01,LINREG,M2SL,-0.0007132966182278037,0.8
1990-11-01,LINREG,OILPRICEX,0.06523232340661261,0.8
1990-11-01,LINREG,RPI,0.149831509704196,0.8
1990-11-01,LINREG,SP500,0.28322536919371877,0.8
1990-11-01,LINREG,TB3MS,-0.08728842947539114,0.8
1990-11-01,LINREG,UNRATE_lag12,0.04812719591852479,0.8
1990-11-01,LINREG,USREC,-0.35419378504446924,0.8
1990-12-01,LINREG,BUSLOANS,0.0012830938989702241,1.0
1990-12-01,LINREG,CPIAUCSL,0.019444540798345577,1.0
1990-12-01,LINREG,DPCERA3M086SBEA,0.3495009628154575,1.0
1990-12-01,LINREG,INDPRO,0.2165320885175043,1.0
1990-12-01,LINREG,M2SL,-0.003177952521035191,1.0
1990-12-01,LINREG,OILPRICEX,0.2327970956608446,1.0
1990-12-01,LINREG,RPI,0.09591401240225374,1.0
1990-12-01,LINREG,SP500,-0.10139407767163583,1.0
1990-12-01,LINREG,TB3MS,-0.13477149053627777,1.0
1990-12-01,LINREG,UNRATE_lag12,0.04793097043481147,1.0
1990-12-01,LINREG,USREC,-0.3511976962232071,1.0
1991-01-01,LINREG,BUSLOANS,0.00012665666669791552,0.9
1991-01-01,LINREG,CPIAUCSL,0.029024232947483655,0.9
1991-01-01,LINREG,DPCERA3M086SBEA,0.40882858277425843,0.9
1991-01-01,LINREG,INDPRO,0.1986714544154234,0.9
1991-01-01,LINREG,M2SL,-0.0011353191695200042,0.9
1991-01-01,LINREG,OILPRICEX,0.22942671266296075,0.9
1991-01-01,LINREG,RPI,0.08030238972396778,0.9
1991-01-01,LINREG,SP500,-0.1742598490761237,0.9
1991-01-01,LINREG,TB3MS,-0.20297023296955632,0.9
1991-01-01,LINREG,UNRATE_lag12,0.020638378029495575,0.9
1991-01-01,LINREG,USREC,-0.34792170587667076,0.9
1991-02-01,LINREG,BUSLOANS,-0.00046993007457788794,0.8
1991-02-01,LINREG,CPIAUCSL,0.01771405385171995,0.8
1991-02-01,LINREG,DPCERA3M086SBEA,0.26998980125582484,0.8
1991-02-01,LINREG,INDPRO,0.1590272432641529,0.8
1991-02-01,LINREG,M2SL,0.0041165928653744245,0.8
1991-02-01,LINREG,OILPRICEX,0.1715588879880363,0.8
1991-02-01,LINREG,RPI,0.07337902940739144,0.8
1991-02-01,LINREG,SP500,-0.5239636375464709,0.8
1991-02-01,LINREG,TB3MS,-0.2377939256423346,0.8
1991-02-01,LINREG,UNRATE_lag12,0.04817719439131277,0.8
1991-02-01,LINREG,USREC,-0.34440046032260496,0.8
1991-03-01,LINREG,BUSLOANS,-0.001288566495224992,0.6
1991-03-01,LINREG,CPIAUCSL,0.019661802206464497,0.6
1991-03-01,LINREG,DPCERA3M086SBEA,-0.03140299691505866,0.6
1991-03-01,LINREG,INDPRO,0.14625302783619365,0.6
1991-03-01,LINREG,M2SL,0.006978374599506961,0.6
1991-03-01,LINREG,OILPRICEX,0.02884442383028228,0.6
1991-03-01,LINREG,RPI,0.11033923159338296,0.6
1991-03-01,LINREG,SP500,-0.4579487739159549,0.6
1991-03-01,LINREG,TB3MS,-0.1773067927181619,0.6
1991-03-01,LINREG,UNRATE_lag12,0.0764129938675007,0.6
1991-03-01,LINREG,USREC,-0.34091067495128474,0.6
1991-04-01,LINREG,BUSLOANS,-0.000835849026083119,0.7
1991-04-01,LINREG,CPIAUCSL,0.021035449874074755,0.7
1991-04-01,LINREG,DPCERA3M086SBEA,-0.14102506809785892,0.7
1991-04-01,LINREG,INDPRO,0.11027968877759552,0.7
1991-04-01,LINREG,M2SL,0.0023247960078364065,0.7
1991-04-01,LINREG,OILPRICEX,-0.046174317459180554,0.7
1991-04-01,LINREG,RPI,0.008170660531419946,0.7
1991-04-01,LINREG,SP500,-0.5715082478421981,0.7
1991-04-01,LINREG,TB3MS,-0.12298725481971001,0.7
1991-04-01,LINREG,UNRATE_lag12,0.07494933592036365,0.7
1991-04-01,LINREG,USREC,0.04214821928926631,0.7
1991-05-01,LINREG,BUSLOANS,-0.001000533352611171,0.7
1991-05-01,LINREG,CPIAUCSL,0.008903450940870111,0.7
1991-05-01,LINREG,DPCERA3M086SBEA,-0.07095693852472337,0.7
1991-05-01,LINREG,INDPRO,-0.017608545539743562,0.7
1991-05-01,LINREG,M2SL,-4.532153072443926e-05,0.7
1991-05-01,LINREG,OILPRICEX,-0.09405913109576114,0.7
1991-05-01,LINREG,RPI,0.015524035179726574,0.7
1991-05-01,LINREG,SP500,-0.09817426736668326,0.7
1991-05-01,LINREG,TB3MS,-0.1031121620585868,0.7
1991-05-01,LINREG,UNRATE_lag12,0.0740971801462448,0.7
1991-05-01,LINREG,USREC,0.041808042747933385,0.7
1991-06-01,LINREG,BUSLOANS,-0.0005054606134181383,0.9
1991-06-01,LINREG,CPIAUCSL,-0.018374805775559815,0.9
1991-06-01,LINREG,DPCERA3M086SBEA,0.15538909456456482,0.9
1991-06-01,LINREG,INDPRO,-0.11921703088483036,0.9
1991-06-01,LINREG,M2SL,0.0022534881267041165,0.9
1991-06-01,LINREG,OILPRICEX,-0.054569911526836136,0.9
1991-06-01,LINREG,RPI,-0.022813380871432913,0.9
1991-06-01,LINREG,SP500,0.013730478259124193,0.9
1991-06-01,LINREG,TB3MS,-0.07257988934137789,0.9
1991-06-01,LINREG,UNRATE_lag12,-0.007044194622265515,0.9
1991-06-01,LINREG,USREC,0.04175942947300292,0.9
1991-07-01,LINREG,BUSLOANS,-8.673114938645149e-05,0.9
1991-07-01,LINREG,CPIAUCSL,-0.020959007873108025,0.9
1991-07-01,LINREG,DPCERA3M086SBEA,-0.007194054160640234,0.9
1991-07-01,LINREG,INDPRO,-0.11660379574861894,0.9
1991-07-01,LINREG,M2SL,0.004187656012196151,0.9
1991-07-01,LINREG,OILPRICEX,-0.031196672386923727,0.9
1991-07-01,LINREG,RPI,0.04404719404006067,0.9
1991-07-01,LINREG,SP500,0.07483946452228385,0.9
1991-07-01,LINREG,TB3MS,-0.01697230396992017,0.9
1991-07-01,LINREG,UNRATE_lag12,0.10007316663345328,0.9
1991-07-01,LINREG,USREC,0.041322732603437225,0.9
1991-08-01,LINREG,BUSLOANS,1.4403839939704494e-05,0.7
1991-08-01,LINREG,CPIAUCSL,-0.0058915285464793245,0.7
1991-08-01,LINREG,DPCERA3M086SBEA,0.07392804924198502,0.7
1991-08-01,LINREG,INDPRO,-0.04904791149921164,0.7
1991-08-01,LINREG,M2SL,0.007925012362447118,0.7
1991-08-01,LINREG,OILPRICEX,0.0014083727661144832,0.7
1991-08-01,LINREG,RPI,0.02530675683693467,0.7
1991-08-01,LINREG,SP500,-0.04388893475068312,0.7
1991-08-01,LINREG,TB3MS,-0.028959314874039972,0.7
1991-08-01,LINREG,UNRATE_lag12,0.15205176668508527,0.7
1991-08-01,LINREG,USREC,0.04073222244065649,0.7
1991-09-01,LINREG,BUSLOANS,0.0003350694270429549,0.7
1991-09-01,LINREG,CPIAUCSL,0.006699782147299727,0.7
1991-09-01,LINREG,DPCERA3M086SBEA,0.06804942350081947,0.7
1991-09-01,LINREG,INDPRO,-0.04745957735830495,0.7
1991-09-01,LINREG,M2SL,0.011342287544969862,0.7
1991-09-01,LINREG,OILPRICEX,-0.009188824397330356,0.7
1991-09-01,LINREG,RPI,0.05155710544092402,0.7
1991-09-01,LINREG,SP500,-0.016693796161017797,0.7
1991-09-01,LINREG,TB3MS,-0.07269548088202799,0.7
1991-09-01,LINREG,UNRATE_lag12,0.17634735798572967,0.7
1991-09-01,LINREG,USREC,0.040193093813004,0.7
1991-10-01,LINREG,BUSLOANS,0.0010722084686999316,0.3
1991-10-01,LINREG,CPIAUCSL,0.0034478342230492404,0.3
1991-10-01,LINREG,DPCERA3M086SBEA,0.24986141997602196,0.3
1991-10-01,LINREG,INDPRO,-0.023648327776819425,0.3
1991-10-01,LINREG,M2SL,0.008752983222205173,0.3
1991-10-01,LINREG,OILPRICEX,-0.00772114579694131,0.3
1991-10-01,LINREG,RPI,0.009290259276198982,0.3
1991-10-01,LINREG,SP500,0.008226520684794866,0.3
1991-10-01,LINREG,TB3MS,-0.11999235244714965,0.3
1991-10-01,LINREG,UNRATE_lag12,0.17508438244438132,0.3
1991-10-01,LINREG,USREC,0.039907113100425336,0.3
1991-11-01,LINREG,BUSLOANS,0.0032827762806050386,0.4
1991-11-01,LINREG,CPIAUCSL,-0.006308814744875771,0.4
1991-11-01,LINREG,DPCERA3M086SBEA,0.12295813556972049,0.4
1991-11-01,LINREG,INDPRO,-0.012527298314808555,0.4
1991-11-01,LINREG,M2SL,0.00044146762774974516,0.4
1991-11-01,LINREG,OILPRICEX,-0.0024603906837446805,0.4
1991-11-01,LINREG,RPI,0.013102337867632841,0.4
1991-11-01,LINREG,SP500,0.11856977523829156,0.4
1991-11-01,LINREG,TB3MS,-0.15410347969284574,0.4
1991-11-01,LINREG,UNRATE_lag12,0.22487171118135196,0.4
1991-11-01,LINREG,USREC,0.0394847494827193,0.4
1991-12-01,LINREG,BUSLOANS,0.0015701910390373602,0.1
1991-12-01,LINREG,CPIAUCSL,-0.005996632515882739,0.1
1991-12-01,LINREG,DPCERA3M086SBEA,0.09739274101582587,0.1
1991-12-01,LINREG,INDPRO,0.08041764421290874,0.1
1991-12-01,LINREG,M2SL,-0.006408452830843209,0.1
1991-12-01,LINREG,OILPRICEX,0.026962986058886723,0.1
1991-12-01,LINREG,RPI,-0.04753591516145167,0.1
1991-12-01,LINREG,SP500,0.06664664137340703,0.1
1991-12-01,LINREG,TB3MS,-0.22745777853993998,0.1
1991-12-01,LINREG,UNRATE_lag12,0.24850886441817535,0.1
1991-12-01,LINREG,USREC,0.03913280627131763,0.1
1992-01-01,LINREG,BUSLOANS,-0.0021016899937506164,0.0
1992-01-01,LINREG,CPIAUCSL,-0.0022988993744846704,0.0
1992-01-01,LINREG,DPCERA3M086SBEA,-0.27946117812250426,0.0
1992-01-01,LINREG,INDPRO,0.12204703044643761,0.0
1992-01-01,LINREG,M2SL,-0.006680144305308858,0.0
1992-01-01,LINREG,OILPRICEX,0.048318147777829654,0.0
1992-01-01,LINREG,RPI,-0.08479489196583537,0.0
1992-01-01,LINREG,SP500,-0.2252730832135336,0.0
1992-01-01,LINREG,TB3MS,-0.2322037033124182,0.0
1992-01-01,LINREG,UNRATE_lag12,0.2696311600393918,0.0
1992-01-01,LINREG,USREC,0.038167398193452516,0.0
1992-02-01,LINREG,BUSLOANS,-0.0027585207647844922,-0.3
1992-02-01,LINREG,CPIAUCSL,0.009052081118244189,-0.3
1992-02-01,LINREG,DPCERA3M086SBEA,-0.2051905195918575,-0.3
1992-02-01,LINREG,INDPRO,0.05586283529391505,-0.3
1992-02-01,LINREG,M2SL,-0.008289835623019893,-0.3
1992-02-01,LINREG,OILPRICEX,0.03502236287270808,-0.3
1992-02-01,LINREG,RPI,-0.11767482855491591,-0.3
1992-02-01,LINREG,SP500,-0.1994169911710095,-0.3
1992-02-01,LINREG,TB3MS,-0.14006836065198533,-0.3
1992-02-01,LINREG,UNRATE_lag12,0.3428395876775115,-0.3
1992-02-01,LINREG,USREC,0.037582280370210934,-0.3
1992-03-01,LINREG,BUSLOANS,-0.0022160083140977415,-0.4
1992-03-01,LINREG,CPIAUCSL,0.006775899392676894,-0.4
1992-03-01,LINREG,DPCERA3M086SBEA,-0.2062606352704415,-0.4
1992-03-01,LINREG,INDPRO,-0.0507505400582874,-0.4
1992-03-01,LINREG,M2SL,-0.004807287637754397,-0.4
1992-03-01,LINREG,OILPRICEX,-0.015389182688326807,-0.4
1992-03-01,LINREG,RPI,-0.042955573234201586,-0.4
1992-03-01,LINREG,SP500,-0.11735644887055972,-0.4
1992-03-01,LINREG,TB3MS,-0.005791236620157926,-0.4
1992-03-01,LINREG,UNRATE_lag12,0.415902249865855,-0.4
1992-03-01,LINREG,USREC,0.037237603603783316,-0.4
1992-04-01,LINREG,BUSLOANS,-0.00046741310857555655,-0.3
1992-04-01,LINREG,CPIAUCSL,8.146258931149427e-05,-0.3
1992-04-01,LINREG,DPCERA3M086SBEA,0.06784688547913616,-0.3
1992-04-01,LINREG,INDPRO,-0.15355764514144724,-0.3
1992-04-01,LINREG,M2SL,0.0007586803953394184,-0.3
1992-04-01,LINREG,OILPRICEX,-0.05185376949108983,-0.3
1992-04-01,LINREG,RPI,-0.030540620640990213,-0.3
1992-04-01,LINREG,SP500,0.1711265950393562,-0.3
1992-04-01,LINREG,TB3MS,-0.009668261139049061,-0.3
1992-04-01,LINREG,UNRATE_lag12,0.3391239235041189,-0.3
1992-04-01,LINREG,USREC,0.03727510051161604,-0.3
1992-05-01,LINREG,BUSLOANS,0.0002401387402468978,-0.5
1992-05-01,LINREG,CPIAUCSL,-0.006388976695139407,-0.5
1992-05-01,LINREG,DPCERA3M086SBEA,-0.013328745616776263,-0.5
1992-05-01,LINREG,INDPRO,-0.12334029633860384,-0.5
1992-05-01,LINREG,M2SL,0.010717889718444269,-0.5
1992-05-01,LINREG,OILPRICEX,-0.04935540905919646,-0.5
1992-05-01,LINREG,RPI,-0.03557744291365453,-0.5
1992-05-01,LINREG,SP500,0.05919113678967288,-0.5
1992-05-01,LINREG,TB3MS,-0.04081396853549008,-0.5
1992-05-01,LINREG,UNRATE_lag12,0.38759289007688613,-0.5
1992-05-01,LINREG,USREC,0.03733996846982016,-0.5
1992-06-01,LINREG,BUSLOANS,0.0006363847867016175,-0.8
1992-06-01,LINREG,CPIAUCSL,-0.0020062392324544783,-0.8
1992-06-01,LINREG,DPCERA3M086SBEA,-0.030688147284538527,-0.8
1992-06-01,LINREG,INDPRO,-0.058514408232568586,-0.8
1992-06-01,LINREG,M2SL,0.008520857758815826,-0.8
1992-06-01,LINREG,OILPRICEX,-0.038986636930920554,-0.8
1992-06-01,LINREG,RPI,-0.06514123958398159,-0.8
1992-06-01,LINREG,SP500,0.0726282982787897,-0.8
1992-06-01,LINREG,TB3MS,-0.07418955652669594,-0.8
1992-06-01,LINREG,UNRATE_lag12,0.4366780212068352,-0.8
1992-06-01,LINREG,USREC,0.0377907117158712,-0.8
1992-07-01,LINREG,BUSLOANS,0.00034069835956879695,-0.8
1992-07-01,LINREG,CPIAUCSL,8.994654601847068e-05,-0.8
1992-07-01,LINREG,DPCERA3M086SBEA,-0.08026865385436283,-0.8
1992-07-01,LINREG,INDPRO,-0.07106889802780446,-0.8
1992-07-01,LINREG,M2SL,0.0037463407606045953,-0.8
1992-07-01,LINREG,OILPRICEX,-0.0005085231050861362,-0.8
1992-07-01,LINREG,RPI,-0.014821327387612174,-0.8
1992-07-01,LINREG,SP500,0.0035490675843381195,-0.8
1992-07-01,LINREG,TB3MS,-0.10581824434104936,-0.8
1992-07-01,LINREG,UNRATE_lag12,0.33604788753895837,-0.8
1992-07-01,LINREG,USREC,0.038030262493546484,-0.8
1992-08-01,LINREG,BUSLOANS,7.199464972218018e-05,-0.8
1992-08-01,LINREG,CPIAUCSL,9.061474070886211e-05,-0.8
1992-08-01,LINREG,DPCERA3M086SBEA,-0.02668829359269925,-0.8
1992-08-01,LINREG,INDPRO,-0.0002760617357299778,-0.8
1992-08-01,LINREG,M2SL,-0.0003729102224517974,-0.8
1992-08-01,LINREG,OILPRICEX,0.014117486002622472,-0.8
1992-08-01,LINREG,RPI,0.0006644470360213409,-0.8
1992-08-01,LINREG,SP500,0.05021761998724794,-0.8
1992-08-01,LINREG,TB3MS,-0.09817313455161684,-0.8
1992-08-01,LINREG,UNRATE_lag12,0.31247885849069074,-0.8
1992-08-01,LINREG,USREC,0.03849915615362923,-0.8
1992-09-01,LINREG,BUSLOANS,-5.325179465794819e-05,-0.9
1992-09-01,LINREG,CPIAUCSL,6.05934834812209e-05,-0.9
1992-09-01,LINREG,DPCERA3M086SBEA,-0.10310997784509349,-0.9
1992-09-01,LINREG,INDPRO,-0.02224427119557509,-0.9
1992-09-01,LINREG,M2SL,-0.007191757132940797,-0.9
1992-09-01,LINREG,OILPRICEX,0.032803833482502175,-0.9
1992-09-01,LINREG,RPI,0.0833403704735646,-0.9
1992-09-01,LINREG,SP500,-0.02222636327851064,-0.9
1992-09-01,LINREG,TB3MS,-0.14828559601250452,-0.9
1992-09-01,LINREG,UNRATE_lag12,0.263616336083184,-0.9
1992-09-01,LINREG,USREC,0.0388311202156421,-0.9
1992-10-01,LINREG,BUSLOANS,-1.927580912700742e-05,-0.5
1992-10-01,LINREG,CPIAUCSL,-0.002179714657188608,-0.5
1992-10-01,LINREG,DPCERA3M086SBEA,-0.10458249517533004,-0.5
1992-10-01,LINREG,INDPRO,-0.0030122708645268824,-0.5
1992-10-01,LINREG,M2SL,-0.012137574815762987,-0.5
1992-10-01,LINREG,OILPRICEX,0.0122361323361304,-0.5
1992-10-01,LINREG,RPI,0.11897566319366766,-0.5
1992-10-01,LINREG,SP500,0.10697961884937343,-0.5
1992-10-01,LINREG,TB3MS,-0.068356542016332,-0.5
1992-10-01,LINREG,UNRATE_lag12,0.2903421551256349,-0.5
1992-10-01,LINREG,USREC,0.039090434902473534,-0.5
1992-11-01,LINREG,BUSLOANS,4.200967225416774e-05,-0.8
1992-11-01,LINREG,CPIAUCSL,-0.004572381621856697,-0.8
1992-11-01,LINREG,DPCERA3M086SBEA,-0.08955458100026881,-0.8
1992-11-01,LINREG,INDPRO,-0.07875545513294385,-0.8
1992-11-01,LINREG,M2SL,-0.012510910241524821,-0.8
1992-11-01,LINREG,OILPRICEX,0.010359956065967471,-0.8
1992-11-01,LINREG,RPI,0.12069175139629909,-0.8
1992-11-01,LINREG,SP500,0.0320446714909328,-0.8
1992-11-01,LINREG,TB3MS,0.0015301492474233502,-0.8
1992-11-01,LINREG,UNRATE_lag12,0.21453592901380006,-0.8
1992-11-01,LINREG,USREC,0.03934847994229951,-0.8
1992-12-01,LINREG,BUSLOANS,1.5112206065726857e-05,-0.9
1992-12-01,LINREG,CPIAUCSL,-0.004751203200291265,-0.9
1992-12-01,LINREG,DPCERA3M086SBEA,-0.09067208689454666,-0.9
1992-12-01,LINREG,INDPRO,-0.06514750598559857,-0.9
1992-12-01,LINREG,M2SL,0.0009575686091508539,-0.9
1992-12-01,LINREG,OILPRICEX,0.015251799641320651,-0.9
1992-12-01,LINREG,RPI,-0.23288730987824388,-0.9
1992-12-01,LINREG,SP500,-0.08694201995686972,-0.9
1992-12-01,LINREG,TB3MS,0.06318057801556978,-0.9
1992-12-01,LINREG,UNRATE_lag12,0.26619052487786893,-0.9
1992-12-01,LINREG,USREC,0.03957310537409229,-0.9
1993-01-01,LINREG,BUSLOANS,1.1137091246692399e-05,-0.7
1993-01-01,LINREG,CPIAUCSL,0.0025274958789351944,-0.7
1993-01-01,LINREG,DPCERA3M086SBEA,0.007585282182330932,-0.7
1993-01-01,LINREG,INDPRO,-0.04167822159795702,-0.7
1993-01-01,LINREG,M2SL,0.012804833813109625,-0.7
1993-01-01,LINREG,OILPRICEX,0.019075236214460885,-0.7
1993-01-01,LINREG,RPI,-0.02802977657354508,-0.7
1993-01-01,LINREG,SP500,-0.14332047999947156,-0.7
1993-01-01,LINREG,TB3MS,0.02920196396716674,-0.7
1993-01-01,LINREG,UNRATE_lag12,0.24005948950107373,-0.7
1993-01-01,LINREG,USREC,0.03975313186651744,-0.7
1993-02-01,LINREG,BUSLOANS,-6.328622208062367e-05,-0.5
1993-02-01,LINREG,CPIAUCSL,0.007128414622440633,-0.5
1993-02-01,LINREG,DPCERA3M086SBEA,0.004537916993611329,-0.5
1993-02-01,LINREG,INDPRO,-0.04970490893704716,-0.5
1993-02-01,LINREG,M2SL,0.013435484011456804,-0.5
1993-02-01,LINREG,OILPRICEX,-0.006264222936684018,-0.5
1993-02-01,LINREG,RPI,-0.05009597577222112,-0.5
1993-02-01,LINREG,SP500,-0.10115742360943857,-0.5
1993-02-01,LINREG,TB3MS,-0.03850043501328901,-0.5
1993-02-01,LINREG,UNRATE_lag12,0.21355834479178457,-0.5
1993-02-01,LINREG,USREC,0.03971157593667237,-0.5
1993-03-01,LINREG,BUSLOANS,-0.00033466186744187786,-0.5
1993-03-01,LINREG,CPIAUCSL,0.004235487158576576,-0.5
1993-03-01,LINREG,DPCERA3M086SBEA,0.1914554012328094,-0.5
1993-03-01,LINREG,INDPRO,-0.02961657029598624,-0.5
