date,true,AR1,ARp,LR,RIDGE
1974-07-01,0.7000000000000002,-0.0970920374420122,-0.0970920374420122,,
1974-08-01,0.7000000000000002,-0.0887345176353208,-0.0887345176353208,,
1974-09-01,1.1000000000000003,-0.1049389385553544,-0.1049389385553544,,
1974-10-01,1.4000000000000004,-0.090877154045871,-0.090877154045871,,
1974-11-01,1.7999999999999998,-0.1287293449354265,-0.1287293449354265,,
1974-12-01,2.3,-0.1015966626110468,-0.1015966626110468,,
1975-01-01,3.0,-0.0443925944238481,-0.0443925944238481,,
1975-02-01,2.8999999999999995,0.0042893526476515,0.0042893526476515,,
1975-03-01,3.5,0.0035978792290614,0.0035978792290614,,
1975-04-01,3.700000000000001,-0.0030605514144809,-0.0030605514144809,,
1975-05-01,3.9,-0.0173902148297151,-0.0173902148297151,,
1975-06-01,3.4000000000000004,0.0025181722887321,0.0025181722887321,,
1975-07-01,3.1,0.0363301632442397,0.0363301632442397,,
1975-08-01,2.9000000000000004,0.1037901500226409,0.1037901500226409,,
1975-09-01,2.5,0.088783971417163,0.088783971417163,,
1975-10-01,2.4000000000000004,0.1665512358176212,0.1665512358176212,,
1975-11-01,1.700000000000001,0.214768767242801,0.214768767242801,,
1975-12-01,0.9999999999999992,0.3202615602029163,0.3202615602029163,,
1976-01-01,-0.1999999999999993,0.4411728390170125,0.4411728390170125,,
1976-02-01,-0.3999999999999994,0.681799494540106,0.681799494540106,,
1976-03-01,-1.0,0.7190236099874627,0.7190236099874627,,
1976-04-01,-1.1000000000000003,0.9476916392528596,0.9476916392528596,,
1976-05-01,-1.5999999999999996,1.2249213722891306,1.2249213722891306,,
1976-06-01,-1.200000000000001,1.5555970332496123,1.5555970332496123,,
1976-07-01,-0.7999999999999998,1.1850018265443738,1.1850018265443738,,
1976-08-01,-0.6000000000000005,1.2331548171172415,1.2331548171172415,,
1976-09-01,-0.8000000000000007,1.1034524841576985,1.1034524841576985,,
1976-10-01,-0.7000000000000002,0.8910031996444622,0.8910031996444622,,
1976-11-01,-0.5000000000000009,0.9321180649195164,0.9321180649195164,,
1976-12-01,-0.3999999999999994,0.6991929741174558,0.6991929741174558,,
1977-01-01,-0.4000000000000003,0.4259853506840025,0.4259853506840025,,
1977-02-01,-0.1000000000000005,0.1401307208014816,0.1401307208014816,,
1977-03-01,-0.1999999999999993,0.1047090991576396,0.1047090991576396,,
1977-04-01,-0.5,-0.0869270612688075,-0.0869270612688075,,
1977-05-01,-0.4000000000000003,-0.1153676449284134,-0.1153676449284134,,
1977-06-01,-0.3999999999999994,-0.2931882137600082,-0.2931882137600082,,
1977-07-01,-0.8999999999999995,-0.1721287017686564,-0.1721287017686564,,
1977-08-01,-0.7999999999999998,-0.0547754995547918,-0.0547754995547918,,
1977-09-01,-0.7999999999999998,0.0064309296377734,0.0064309296377734,,
1977-10-01,-0.9000000000000004,-0.0980235946359765,-0.0980235946359765,,
1977-11-01,-1.0,-0.0778004338968024,-0.0778004338968024,,
1977-12-01,-1.3999999999999997,-0.0057732821377101,-0.0057732821377101,,
1978-01-01,-1.0999999999999996,0.020273456989724,0.020273456989724,,
1978-02-01,-1.2999999999999998,0.0416853101847709,0.0416853101847709,,
1978-03-01,-1.1000000000000003,0.0843235850026629,0.0843235850026629,,
1978-04-01,-1.1000000000000003,0.047110403914581,0.047110403914581,,
1978-05-01,-1.0,0.0100043438860466,0.0100043438860466,,
1978-06-01,-1.2999999999999998,0.0210549946700873,0.0210549946700873,,
1978-07-01,-0.7000000000000002,0.0030699580174477,0.0030699580174477,,
1978-08-01,-1.0999999999999996,-0.0639015170340799,-0.0639015170340799,,
1978-09-01,-0.7999999999999998,-0.1165446860650675,-0.1165446860650675,,
1978-10-01,-1.0,-0.0816041949615377,-0.0816041949615377,,
1978-11-01,-0.8999999999999995,-0.1436161348638538,-0.1436161348638538,,
1978-12-01,-0.4000000000000003,-0.1595503018361226,-0.1595503018361226,,
1979-01-01,-0.5,-0.2543002014696396,-0.2543002014696396,,
1979-02-01,-0.3999999999999994,-0.2107785235501003,-0.2107785235501003,,
1979-03-01,-0.5,-0.2734920374519969,-0.2734920374519969,,
1979-04-01,-0.2999999999999998,-0.1967974905237553,-0.1967974905237553,,
1979-05-01,-0.4000000000000003,-0.2208635570399458,-0.2208635570399458,,
1979-06-01,-0.2000000000000001,-0.1860274239416874,-0.1860274239416874,,
1979-07-01,-0.5,-0.2847697944820675,-0.2847697944820675,,
1979-08-01,0.0999999999999996,-0.1206973879293653,-0.1206973879293653,,
1979-09-01,-0.0999999999999996,-0.2541215891039159,-0.2541215891039159,,
1979-10-01,0.2000000000000001,-0.1490722237863372,-0.1490722237863372,,
1979-11-01,0.0,-0.2141132828715579,-0.2141132828715579,,
1979-12-01,0.0,-0.1768564874809688,-0.1768564874809688,,
1980-01-01,0.3999999999999994,-0.0502860485667848,-0.0502860485667848,,
1980-02-01,0.3999999999999994,-0.0970625708667581,-0.0970625708667581,,
1980-03-01,0.5,-0.0358510737837467,-0.0358510737837467,,
1980-04-01,1.1000000000000003,-0.0441477638548043,-0.0441477638548043,,
1980-05-01,1.9000000000000004,-0.0714723258300877,-0.0714723258300877,,
1980-06-01,1.8999999999999997,-0.0384026487777816,-0.0384026487777816,,
1980-07-01,2.1,-0.0082454910698812,-0.0082454910698812,,
1980-08-01,1.7000000000000002,-0.0736948187200282,-0.0736948187200282,,
1980-09-01,1.5999999999999996,0.0602535773989879,0.0602535773989879,,
1980-10-01,1.5,0.0070459307713868,0.0070459307713868,,
1980-11-01,1.5999999999999996,0.0717938742444695,0.0717938742444695,,
1980-12-01,1.2000000000000002,0.0335021030620337,0.0335021030620337,,
1981-01-01,1.2000000000000002,0.0137855443695798,0.0137855443695798,,
1981-02-01,1.1000000000000003,0.1359817067652083,0.1359817067652083,,
1981-03-01,1.1000000000000003,0.1400621251496467,0.1400621251496467,,
1981-04-01,0.2999999999999998,0.1460444332140065,0.1460444332140065,,
1981-05-01,0.0,0.2886068882255729,0.2886068882255729,,
1981-06-01,-0.0999999999999996,0.5060943533209133,0.5060943533209133,,
1981-07-01,-0.5999999999999996,0.5018375602655663,0.5018375602655663,,
1981-08-01,-0.2999999999999998,0.622746962177265,0.622746962177265,,
1981-09-01,0.0999999999999996,0.4444012010163307,0.4444012010163307,,
1981-10-01,0.4000000000000003,0.4270466487650056,0.4270466487650056,,
1981-11-01,0.8000000000000007,0.434388239376191,0.434388239376191,,
1981-12-01,1.2999999999999998,0.4508914069785709,0.4508914069785709,,
1982-01-01,1.0999999999999996,0.3767376608452716,0.3767376608452716,,
1982-02-01,1.5,0.3534591199323981,0.3534591199323981,,
1982-03-01,1.5999999999999996,0.3227514053265936,0.3227514053265936,,
1982-04-01,2.1000000000000005,0.3454009466953929,0.3454009466953929,,
1982-05-01,1.9000000000000004,0.1570101556741069,0.1570101556741069,,
1982-06-01,2.1,0.0991690929084799,0.0991690929084799,,
1982-07-01,2.6000000000000005,0.0799231930654732,0.0799231930654732,,
1982-08-01,2.4000000000000004,-0.027537620542408,-0.027537620542408,,
1982-09-01,2.5,0.0466524897035911,0.0466524897035911,,
1982-10-01,2.5,0.1101419062564112,0.1101419062564112,,
1982-11-01,2.5,0.1971403762886048,0.1971403762886048,,
1982-12-01,2.3000000000000007,0.2561844367740258,0.2561844367740258,,
1983-01-01,1.8000000000000007,0.4134728076581819,0.4134728076581819,,
1983-02-01,1.5,0.3339532566792579,0.3339532566792579,,
1983-03-01,1.3000000000000007,0.4602224049893244,0.4602224049893244,,
1983-04-01,0.8999999999999986,0.5111042809701215,0.5111042809701215,,
1983-05-01,0.6999999999999993,0.616337098909855,0.616337098909855,,
1983-06-01,0.5,0.5454611579962365,0.5454611579962365,,
1983-07-01,-0.4000000000000003,0.6571888048984385,0.6571888048984385,,
1983-08-01,-0.3000000000000007,0.8024719007678124,0.8024719007678124,,
1983-09-01,-0.9000000000000004,0.7733583160418144,0.7733583160418144,,
1983-10-01,-1.5999999999999996,0.7937817663803088,0.7937817663803088,,
1983-11-01,-2.3000000000000007,0.8076407009730615,0.8076407009730615,,
1983-12-01,-2.5,0.8134505166166714,0.8134505166166714,,
1984-01-01,-2.4000000000000004,0.7724294234533805,0.397072271533425,,
1984-02-01,-2.6000000000000005,0.6624701845226496,0.279306683547153,,
1984-03-01,-2.500000000000001,0.5489360448064691,0.2432052222476637,,
1984-04-01,-2.499999999999999,0.5042799756535865,0.2180487851792448,,
1984-05-01,-2.6999999999999997,0.3949584830106917,0.1930530145490893,,
1984-06-01,-2.8999999999999995,0.3549579507180013,0.1872601976954689,,
1984-07-01,-1.9000000000000004,0.3052247025537556,0.2012340712829911,,
1984-08-01,-2.0,0.0559026371991672,0.1008857252439361,,
1984-09-01,-1.8999999999999997,0.1127940282430836,0.089690047452943,,
1984-10-01,-1.4000000000000004,-0.0645558693269154,0.0856410994074881,,
1984-11-01,-1.2999999999999998,-0.2700926091942745,-0.0104375805330249,,
1984-12-01,-1.0000000000000009,-0.5038571620800147,-0.0778124151593181,,
1985-01-01,-0.7000000000000002,-0.5444447305627965,-0.0688459481680362,,
1985-02-01,-0.5999999999999996,-0.575919956790698,-0.0235563155315061,,
1985-03-01,-0.5999999999999996,-0.6322521708377169,0.0320680540319837,,
1985-04-01,-0.4000000000000003,-0.6064995630092174,0.0253514045218809,,
1985-05-01,-0.2000000000000001,-0.6152728722498385,0.0327845173531149,,
1985-06-01,0.2000000000000001,-0.7734638341353134,-0.061768346975965,,
1985-07-01,-0.0999999999999996,-0.8579650222084596,-0.228898714881308,,
1985-08-01,-0.4000000000000003,-0.4588664047761323,0.0201210604125499,,
1985-09-01,-0.2000000000000001,-0.5623642656011175,0.0645661833860859,,
1985-10-01,-0.3000000000000007,-0.5250537051252379,0.00811933994037,,
1985-11-01,-0.2000000000000001,-0.3882245414015487,0.0872882696241679,,
1985-12-01,-0.2999999999999998,-0.2765778158366848,0.0643435057065701,,
1986-01-01,-0.5999999999999996,-0.2109277927860933,0.0676433699223177,,
1986-02-01,0.0,-0.1129599102130426,0.0986599966200647,,
1986-03-01,0.0,-0.0775411359039124,0.0888423351310259,,
1986-04-01,-0.2000000000000001,-0.0821988622847225,0.0607590675992278,,
1986-05-01,0.0,-0.0423562262014617,0.0748780490809706,,
1986-06-01,-0.2000000000000001,0.0111963287010635,0.093729240103289,,
1986-07-01,-0.4000000000000003,0.10462756930604,0.1415943013526905,,
1986-08-01,-0.1999999999999993,0.0091957311977688,0.1047822659952327,,
1986-09-01,-0.0999999999999996,-0.0333028118955851,0.0246077895678789,,
1986-10-01,-0.0999999999999996,0.0292014054687816,0.0250705840025363,,
1986-11-01,-0.0999999999999996,-0.003286473414816,0.0274308278730885,,
1986-12-01,-0.4000000000000003,0.0131516729708505,0.0433666815351291,,
1987-01-01,-0.1000000000000005,-0.0095441709904198,-0.0183263748155628,,
1987-02-01,-0.6000000000000005,-0.1041988234951455,-0.1323256634478534,,
1987-03-01,-0.6000000000000005,0.0651581462777935,0.0059344217374858,,
1987-04-01,-0.7999999999999998,0.0793156811635562,0.0962015262218532,,
1987-05-01,-0.9000000000000004,-0.001324441500968,0.0423494466593184,,
1987-06-01,-1.0,0.0802762963927599,-0.0085550883816529,,
1987-07-01,-0.9000000000000004,0.0083893732164232,0.0098093085824378,,
1987-08-01,-0.9000000000000004,-0.0606221858419994,-0.100561926741115,,
1987-09-01,-1.0999999999999996,-0.0128004146389492,-0.051472534366892,,
1987-10-01,-1.0,0.0162651852547278,-0.0313927076486542,,
1987-11-01,-1.1000000000000003,0.0317483084779561,0.0232179486581649,,
1987-12-01,-0.8999999999999995,0.0196833883326026,0.0086931926168034,,
1988-01-01,-0.8999999999999995,-0.0678007499636382,-0.0721247519414781,,
1988-02-01,-0.8999999999999995,0.0461798188416367,-0.0483245866022976,,
1988-03-01,-0.8999999999999995,-0.0999253960819861,-0.1091321201001036,,
1988-04-01,-0.8999999999999995,-0.0842186217348079,-0.1538354670404195,,
1988-05-01,-0.7000000000000002,-0.1611886458407837,-0.2029996866983427,,
1988-06-01,-0.7999999999999998,-0.1988944638368605,-0.2312760825259113,,
1988-07-01,-0.6999999999999993,-0.204615332692006,-0.2552797451201056,,
1988-08-01,-0.4000000000000003,-0.1929870847654103,-0.2282408894481465,,
1988-09-01,-0.5,-0.2069834463641651,-0.2291631647170428,,
1988-10-01,-0.5999999999999996,-0.2639294519823812,-0.2302652606337824,,
1988-11-01,-0.5,-0.2206939083590502,-0.2795445120369287,,
1988-12-01,-0.4000000000000003,-0.2378922755621322,-0.3081417945796935,,
1989-01-01,-0.2999999999999998,-0.2182400007915861,-0.2363048679342191,,
1989-02-01,-0.5,-0.20942131551734,-0.2064286884582223,,
1989-03-01,-0.7000000000000002,-0.1831386129956863,-0.2161638220461889,,
1989-04-01,-0.2000000000000001,-0.2325884736657633,-0.2503338670363284,,
1989-05-01,-0.3999999999999994,-0.2282971929562484,-0.2512342898543221,,
1989-06-01,-0.1000000000000005,-0.1737288667237906,-0.1847286357571231,,
1989-07-01,-0.2000000000000001,-0.1750036547047629,-0.206983742742947,,
1989-08-01,-0.3999999999999994,-0.1682468216382667,-0.2005551941809657,,
1989-09-01,-0.1000000000000005,-0.1098640774218747,-0.1084794121656695,,
1989-10-01,-0.1000000000000005,-0.1164479396453725,-0.1030756022880479,,
1989-11-01,0.1000000000000005,-0.1763577918038134,-0.1733848218808801,,
1989-12-01,0.1000000000000005,-0.1183226979308908,-0.1956865783974435,,
1990-01-01,0.0,-0.0926414365048891,-0.1055086120236517,-0.227448958723104,-0.37411029480862856
1990-02-01,0.09999999999999964,-0.0505090987227893,-0.0834384873334535,-0.3731120833018692,-0.41583978236982055
1990-03-01,0.20000000000000018,-0.111200230261227,-0.1443014340604592,-0.4585265040447374,-0.4246084851751827
1990-04-01,0.20000000000000018,-0.1571300313350594,-0.2446467143671213,-0.4358541475531031,-0.33429549755277754
1990-05-01,0.20000000000000018,-0.0414261348977452,-0.1182035017722671,0.0188466142207254,-0.06991210827751324
1990-06-01,-0.09999999999999964,-0.1120107699933298,-0.0880394248139922,0.0524294139110309,-0.0473963660771608
1990-07-01,0.2999999999999998,-0.0246249588504598,-0.0476488088834031,0.071837390006683,-0.06307298887864662
1990-08-01,0.5,-0.0458919608595454,-0.0704253255921801,0.917963110361154,0.9827205712782878
1990-09-01,0.6000000000000005,-0.0988238588185576,-0.100967471383008,0.5950495098299194,0.6576786533984187
1990-10-01,0.6000000000000005,-0.0271660647009801,-0.084514852257304,0.6883447874506089,0.5897991583604802
1990-11-01,0.7999999999999998,-0.0427093523467693,-0.0192001600522999,1.2575649141070773,1.1161781889935793
1990-12-01,0.8999999999999995,0.028992131797182,0.0122747893827944,1.558597871735778,1.5106159086916275
1991-01-01,1.0,0.0541306490389611,0.0429470416174547,1.5673488376589972,1.5387703448721677
1991-02-01,1.2999999999999998,0.0217927788423198,-0.0077481275506354,1.8648147342800767,1.7901232898056334
1991-03-01,1.5999999999999996,0.046378011226155,0.0071438412492423,2.057745776479148,1.7263504026124068
1991-04-01,1.2999999999999998,0.0559985631242329,0.029836592059205,0.6419179086404252,0.32942880074065084
1991-05-01,1.5,0.0649959124638835,0.0423636898036083,0.0458460128894322,-0.09997090947124809
1991-06-01,1.7000000000000002,0.0363932832197525,0.0399640254805564,-0.383607521397737,-0.21925812320132448
1991-07-01,1.2999999999999998,-0.0437701545806885,-0.0278265099423597,-0.2247373549618952,-0.26855752415203765
1991-08-01,1.2000000000000002,0.0698267672847764,0.0131162822516857,-0.1230337569267775,-0.1700538814036835
1991-09-01,1.0,0.1352141943223242,0.1499998893985133,-0.0892107541236698,-0.17568619656447834
1991-10-01,1.0999999999999996,0.1680675806931489,0.2007272496078178,-0.250661230537506,-0.1869328058163247
1991-11-01,0.7999999999999998,0.1689624728943189,0.209643512999227,-0.3333363801193528,-0.28055441715637525
1991-12-01,1.0,0.2047636445456177,0.1907425567890751,-0.3108387296584092,-0.2180576551085215
1992-01-01,0.8999999999999995,0.2439571989379673,0.2584897124890538,0.0987412029798008,0.057866927671154283
1992-02-01,0.8000000000000007,0.2592421154611509,0.2823311791193675,0.0294356921127398,-0.014179699919859706
1992-03-01,0.6000000000000005,0.3588716950172103,0.4012260869174571,0.0627689394519497,-0.09389320102738463
1992-04-01,0.7000000000000002,0.4562844095057835,0.5188619905338907,-0.4021091534586258,-0.26428533498519574
1992-05-01,0.6999999999999993,0.3474930876628243,0.427789994864397,-0.2997215516504054,-0.17816879228648533
1992-06-01,0.8999999999999995,0.4428265225297497,0.421348336245476,-0.3222758446249127,-0.17110315712969767
1992-07-01,0.9000000000000004,0.4909158970786408,0.4843705994214428,-0.1690951732504365,-0.13331651110015733
1992-08-01,0.6999999999999993,0.4079468950526189,0.4420206628702182,-0.141608361252387,-0.161846785898276
1992-09-01,0.6999999999999993,0.3430980141861913,0.3075528570782441,0.0665888513931665,-0.10724625908260964
1992-10-01,0.2999999999999998,0.3233306167708963,0.2518648464570299,0.0853820939327104,-0.196293293983735
1992-11-01,0.40000000000000036,0.3267371001146804,0.2852468914206066,0.121306976641374,-0.18331923463079375
1992-12-01,0.10000000000000053,0.2669461094335314,0.229637281306702,-0.6044217735856017,-0.1468795757545519
1993-01-01,0.0,0.3048206813664276,0.2858989178682805,-0.0425915727256015,-0.0923367067820612
1993-02-01,-0.3000000000000007,0.2963217632292426,0.2913020441522483,-0.0795811473336885,-0.07320959015874123
1993-03-01,-0.40000000000000036,0.2589731018137759,0.2712832806970039,0.668638868668067,-0.06852778391891418
1993-04-01,-0.3000000000000007,0.2258670482457234,0.166982147927364,-0.0612724617182018,-0.1245609005425332
1993-05-01,-0.5,0.1920727728732429,0.2002984205318495,-0.008313766767821,-0.17549253334082254
1993-06-01,-0.7999999999999998,0.2155363914282722,0.2056513868915069,-0.1229516379098456,-0.23270793114050206
1993-07-01,-0.7999999999999998,0.2718054564460496,0.2820111018806306,-0.0463100431497489,-0.21305682756935806
1993-08-01,-0.7999999999999998,0.3204969762621967,0.3128363914544942,-0.0261606189555218,-0.17182800279025795
1993-09-01,-0.8999999999999995,0.2663714698427072,0.2725512089138356,0.0443018412309784,-0.13688096593412954
1993-10-01,-0.5,0.250868351837613,0.2422893677358762,0.1797410674381899,-0.09903231409032115
1993-11-01,-0.8000000000000007,0.1120422607201827,0.1344578788575756,0.0159786945291184,-0.17011425713247433
1993-12-01,-0.9000000000000004,0.1701682445431616,0.0970263557251852,-0.6686607134130631,-0.21309153497525388
1994-01-01,-0.7000000000000002,0.1113218449690634,0.0368448800440459,-0.3580499035123034,-0.197243525514548
