feature,ratio_mean,ratio_std,n_windows
USREC_lag12,1.0503076911233309,0.03348580420690347,3
INDPRO_lag12,1.0211103734717664,0.006312619536536454,3
SP500_lag12,1.014026850674641,0.018478181305824896,3
BUSLOANS_lag12,1.0090973567584542,0.01089120449320791,3
TB3MS_lag12,1.0055174483335156,0.009896368441721162,3
RPI_lag12,1.0032787597137545,0.0035940025232886474,3
CPIAUCSL_lag12,1.000839879870612,0.00696104668219139,3
OILPRICEX_lag12,0.9984738707648347,0.014322095418210902,3
M2SL_lag12,0.9919358379974241,0.006770761944152672,3
DPCERA3M086SBEA_lag12,0.9838548582168589,0.025049026806928984,3
