feature,ratio_mean,ratio_std,n_windows
USREC_lag6,1.020077993428683,0.020154392600755505,3
TB3MS_lag6,1.0053618552756767,0.002888589637093539,3
OILPRICEX_lag6,0.9989831250714681,0.003332347690265742,3
CPIAUCSL_lag6,0.996290149095843,0.003212943075396736,3
INDPRO_lag6,0.9922782840589471,0.021327092304408005,3
M2SL_lag6,0.9918687247679951,0.006019470027569214,3
DPCERA3M086SBEA_lag6,0.9871938023502572,0.006932997270873158,3
BUSLOANS_lag6,0.9802043805892016,0.006988038353184784,3
RPI_lag6,0.9729062635582167,0.005351451537286326,3
SP500_lag6,0.944469521153238,0.013334089594172326,3
