feature,ratio_mean,ratio_std,n_windows
BUSLOANS_lag12,1.0211500148787827,0.014188434892382307,2
OILPRICEX_lag12,1.0039310552178637,0.0008489318745089625,2
CPIAUCSL_lag12,1.0000851084806648,8.510848066478616e-05,2
M2SL_lag12,0.9997729929992305,0.0015478500609932833,2
INDPRO_lag12,0.9903042862867175,0.009695713713282483,2
RPI_lag12,0.990096954425361,0.00886622548965682,2
TB3MS_lag12,0.9866215807012824,0.01235740006721342,2
USREC_lag12,0.9847113336606688,0.004064510594461057,2
SP500_lag12,0.9800244855907241,0.007628884772060085,2
UNRATE_lag12,0.959958492137732,0.030486594383487275,2
DPCERA3M086SBEA_lag12,0.9471202385751105,0.008584478417889119,2
