date,BUSLOANS,CPIAUCSL,DPCERA3M086SBEA,INDPRO,M2SL,OILPRICEX,RPI,SP500,TB3MS,UNRATE,USREC
1959-03-01,-0.09680000000000177,-0.019999999999999574,0.009404356368752698,0.014306066352652635,0.4000000000000341,-0.029999999999999805,0.006456604223370022,0.025062160921924814,0.09999999999999964,-0.3000000000000007,0.0
1959-04-01,0.5174000000000021,0.0400000000000027,-0.0036215521701032927,0.02107391838228523,-0.5999999999999659,0.029999999999999805,0.006510337738810712,0.016599356944409394,0.15000000000000036,-0.39999999999999947,0.0
1959-05-01,0.3205999999999918,0.04999999999999716,0.012042519233983029,0.014953222334699756,1.1999999999999318,0.0,0.005796418088242383,0.014949000790516642,-0.11000000000000032,-0.10000000000000053,0.0
1959-06-01,0.08570000000000988,0.010000000000001563,0.00364206019020763,0.0011439709746845494,-0.1999999999999318,0.0,0.0030682583504999528,-0.008664063901338004,0.3700000000000001,-0.09999999999999964,0.0
1959-07-01,-0.30990000000000606,-0.030000000000001137,-0.003386043803760952,-0.02423750666455149,-0.8000000000000682,0.0,-0.0005799841487679203,0.038912759236820804,-0.009999999999999787,0.09999999999999964,0.0
1959-08-01,-0.09959999999999525,-0.00999999999999801,0.005997593426508185,-0.03446570210182287,0.10000000000002274,0.0,-0.005653279366956809,-0.005707586419364752,0.17999999999999972,0.10000000000000053,0.0
1959-09-01,-0.2530000000000001,0.03999999999999915,0.010000716301861168,-0.0012131779557305045,-0.8999999999999773,0.0,0.0007634587478921873,-0.040366150060514805,0.6600000000000001,0.2999999999999998,0.0
1959-10-01,-0.020700000000005048,0.030000000000001137,-0.006825102327974619,-0.007287494432370423,-0.5,0.0,0.0012713899587479816,-0.0008768084735342185,0.009999999999999787,0.20000000000000018,0.0
1959-11-01,0.13570000000000704,-0.10000000000000142,-0.0004439793305417439,0.0060773443205626165,0.8000000000000114,0.0,0.0075592396941619455,0.004026968586460455,0.10000000000000053,0.09999999999999964,0.0
1959-12-01,0.3088999999999942,0.05999999999999872,-0.001142567091417579,0.05998256585922812,0.0999999999999659,0.0,0.01019202254431395,0.03147563989476598,0.33999999999999986,-0.5,0.0
1960-01-01,-0.2594999999999956,-0.09999999999999787,0.002790640486763696,0.02591559014768796,-0.30000000000001137,0.0,0.003225889554065553,-0.017593758113259916,-0.14000000000000057,-0.09999999999999964,0.0
1960-02-01,-0.17780000000000484,0.0799999999999983,0.004360609810455607,-0.008937781748409979,-0.19999999999998863,0.0,0.0011474687526478178,-0.03954473600317421,-0.3899999999999997,-0.40000000000000036,0.0
1960-03-01,0.07270000000000465,-0.03999999999999915,0.014088708663303251,-0.009018386661537203,0.7000000000000455,0.0,0.0018768579734596003,-0.01371862670291435,-0.6499999999999999,0.6000000000000005,0.0
1960-04-01,0.2663999999999973,0.129999999999999,0.015302328581095814,-0.00795942173774078,-0.10000000000002274,0.0,0.0034645865581355295,0.012821846085016908,-0.08000000000000007,-0.20000000000000018,0.0
1960-05-01,-0.11979999999999791,-0.09999999999999787,-0.02035142766667386,-0.0011410369402642395,-5.684341886080802e-14,0.0,0.0024052932439673214,-0.009193395079436506,0.06000000000000005,-0.10000000000000053,1.0
1960-06-01,0.08639999999999759,0.00999999999999801,-0.0002500000013023751,-0.012650989834767756,0.6000000000000796,0.0,0.0007637415029195793,0.03627709316796057,-0.8300000000000001,0.3000000000000007,1.0
1960-07-01,-0.42439999999999856,-0.09999999999999787,0.002060633280906554,-0.0034790131968609472,0.39999999999997726,0.0,0.0017909228624430895,-0.025111841215852415,-0.16000000000000014,0.09999999999999964,1.0
1960-08-01,-0.11030000000000229,0.11999999999999744,-0.0009361251346717836,-0.0011609265410310599,0.9999999999999432,0.0,-0.0015969563232669515,0.011927155187635208,0.0,0.09999999999999964,1.0
1960-09-01,0.1465999999999994,-0.05999999999999872,0.004734031514677106,-0.010522528882984883,-1.2999999999999545,0.0,0.001302054599696234,-0.030544954583726636,0.18000000000000016,-0.09999999999999964,1.0
1960-10-01,0.04840000000000799,0.14000000000000057,0.004835419501473925,-0.0011745777346665598,-0.39999999999997726,0.0,0.0029491344585013124,-0.019901154317295333,-0.18000000000000016,0.5999999999999996,1.0
1960-11-01,0.033899999999988495,-0.10999999999999943,-0.003469214234011364,-0.014216903885591492,0.2999999999999545,0.0,-0.004305187326959725,0.03187082932641294,0.07000000000000028,0.0,1.0
1960-12-01,0.26440000000000907,-3.552713678800501e-15,-0.012363566790322356,-0.019280368692229377,0.10000000000002274,0.0,-0.004580984183950143,0.023693991659962776,-0.1200000000000001,0.5,1.0
1961-01-01,-0.4917000000000016,3.552713678800501e-15,0.002510041478477998,0.0012145649942021386,0.20000000000004547,0.0,0.008911409114721103,0.05013064694388358,-0.009999999999999787,0.0,1.0
1961-02-01,-0.016200000000004877,-0.030000000000001137,0.003628405607281948,-0.0012145649942021386,0.6999999999999318,0.0,0.003888846029580506,0.040205595610256495,0.17999999999999972,0.3000000000000007,1.0
1961-03-01,0.18700000000000472,0.0,0.012350049917490225,0.0060671079167065045,-0.5999999999999659,0.0,0.004095506818048378,0.030883759460106575,-0.029999999999999805,0.0,0.0
1961-04-01,0.05939999999999657,-0.030000000000001137,0.0004933095000452248,0.02034477750671826,-0.20000000000004547,0.0,0.0021406935523273773,0.026319333738433315,-0.10000000000000009,0.09999999999999964,0.0
1961-05-01,-0.23939999999999628,0.060000000000002274,0.0060846504679834545,0.015287272346611314,0.7000000000000455,0.0,0.0077163448184593975,0.010126286182022604,0.0,0.09999999999999964,0.0
