feature,shap_share_mean,shap_share_std,n_windows
CPIAUCSL_lag36,0.3275710473430666,0.12267230151968359,12
RPI_lag36,0.30180493224653865,0.05335317164108143,12
DPCERA3M086SBEA_lag36,0.15425993838569746,0.10501754883946157,12
M2SL_lag36,0.07662165412243786,0.035414639454292116,12
BUSLOANS_lag36,0.05859919149748263,0.03223396536173433,12
INDPRO_lag36,0.05374877392430605,0.047834674516395705,12
USREC_lag36,0.01810975225698964,0.004285707854755636,12
SP500_lag36,0.005776873591921183,0.005700164365782834,12
OILPRICEX_lag36,0.0020702936788515413,0.002137006870897804,12
TB3MS_lag36,0.0014375429527083477,0.0005858554851437293,12
